campaign_id,factor,factor_level,replication_index,seed,objective_id,relative_instance_dir,requested_constraint_count,realised_constraint_count,requested_virtual_node_count,realised_virtual_node_count,configuration_digest,instance_digest,generator_version,requested_objective_count,realised_objective_count,objective_count,selected_objective_index,selected_objective_shape_digest,selected_objective_constraint_count,total_constraint_count,useful_virtual_node_count,irrelevant_virtual_node_count,total_virtual_node_count,requirement_set_count,requirement_membership_link_count,maximum_membership_link_count,membership_density,realised_density,session_support_policy,graph_node_count,graph_edge_count
objective_count_stage10_c8_nv32,objective_count,2,0,101,O_OBJECTIVE_COUNT_STAGE10_C8_NV32_OBJECTIVE_COUNT_L2_R000_OBJ0001,instances/level_000002/rep_000_seed_101,8,8,32,32,f646106963783b770b1ef21f93256e83f47f83369bdfad7d8aa7d8b8ecb16bec,6244ef12d4518269c0503f3b9a7a932cd64b256864b05fc5593fafa06d31b1da,mcad-sensitivity-e2.1-objective-count-v2,2,2,2,0,9c323d270de7e235b67473caa127927becaca5b27e285fe6580a5fb2c329406b,8,16,48,16,64,32,64,128,0.5,0.5,union_requirement_sets,98,96
objective_count_stage10_c8_nv32,objective_count,2,1,202,O_OBJECTIVE_COUNT_STAGE10_C8_NV32_OBJECTIVE_COUNT_L2_R001_OBJ0001,instances/level_000002/rep_001_seed_202,8,8,32,32,2755005cf20fb390ac33749501f1109b4fa18e2be21e6b0a1534d5c010186e25,de9db4f508d05266ad40b2ccebf767b7344e1b073a2d4ed279060147cedf5202,mcad-sensitivity-e2.1-objective-count-v2,2,2,2,0,4494a7a20b74d62bb9ac4a0cdff3eddc4de6ec1d0ef6fa8f85f2615d14d07b95,8,16,48,16,64,32,64,128,0.5,0.5,union_requirement_sets,98,96
objective_count_stage10_c8_nv32,objective_count,2,2,1198202409,O_OBJECTIVE_COUNT_STAGE10_C8_NV32_OBJECTIVE_COUNT_L2_R002_OBJ0001,instances/level_000002/rep_002_seed_1198202409,8,8,32,32,4d0713077b1a720130ad86c16dc3f1cfa68c340523775f651bdfc97337f20390,3a54090a8636412af6bb448aa9c0ab875ef7f6536f4e549d4db106a12bbb2599,mcad-sensitivity-e2.1-objective-count-v2,2,2,2,0,a2558b884eb755bc658dc6a324b9fc7f98a7dd1329eae352f299f6ab4e9b8e47,8,16,48,16,64,32,64,128,0.5,0.5,union_requirement_sets,98,96
objective_count_stage10_c8_nv32,objective_count,2,3,796786883,O_OBJECTIVE_COUNT_STAGE10_C8_NV32_OBJECTIVE_COUNT_L2_R003_OBJ0001,instances/level_000002/rep_003_seed_796786883,8,8,32,32,95c5ae9a17949ddbe9403224e1343dee0954088823964892af45af314adb8d0f,c7b360faf56f65278df9c5a53c4ddfda899417c39f4839566516684e06f2a32d,mcad-sensitivity-e2.1-objective-count-v2,2,2,2,0,a9be03d60fbb2719bbc8044a14a7a04968578dc33f342417dba42fc41d407443,8,16,48,16,64,32,64,128,0.5,0.5,union_requirement_sets,98,96
objective_count_stage10_c8_nv32,objective_count,2,4,1126922093,O_OBJECTIVE_COUNT_STAGE10_C8_NV32_OBJECTIVE_COUNT_L2_R004_OBJ0001,instances/level_000002/rep_004_seed_1126922093,8,8,32,32,b307686b60142a28d15de258cc254082810184566e158dfc5292c02acc29f6e1,8d029989288db62e8ae4ab47567ca5386037ce0762c11b2cba2a3618eb099601,mcad-sensitivity-e2.1-objective-count-v2,2,2,2,0,2ef93ab3239bb6f22860fa2be008258d5625ff2102a5a8734b242b64ca4b0d31,8,16,48,16,64,32,64,128,0.5,0.5,union_requirement_sets,98,96
objective_count_stage10_c8_nv32,objective_count,2,5,809989256,O_OBJECTIVE_COUNT_STAGE10_C8_NV32_OBJECTIVE_COUNT_L2_R005_OBJ0001,instances/level_000002/rep_005_seed_809989256,8,8,32,32,b44c943cc59ff1194a23d17296ff9b912835d2acec185d98e79dae198ba42393,20d525132157258e97dad37426c6f172b1b0bc0e6d1aa6990d916a1edb07ccbd,mcad-sensitivity-e2.1-objective-count-v2,2,2,2,0,813ede191d5aa347f4bea6367149d32eca754154c69165b893c3f3c76fbefc80,8,16,48,16,64,32,64,128,0.5,0.5,union_requirement_sets,98,96
objective_count_stage10_c8_nv32,objective_count,2,6,618554674,O_OBJECTIVE_COUNT_STAGE10_C8_NV32_OBJECTIVE_COUNT_L2_R006_OBJ0001,instances/level_000002/rep_006_seed_618554674,8,8,32,32,a4eff4df2debc66fb5ab831e26bea1e1fede38c4408d263920b7e98286c2404c,108488b986fdca662967dc08d7317f4a3a7d805b01fe75056f5641c5e8886d7a,mcad-sensitivity-e2.1-objective-count-v2,2,2,2,0,e93a27110c6a00befb6250525c868d7a50fef8c7065d5a0b7c5a6b3af32c0f12,8,16,48,16,64,32,64,128,0.5,0.5,union_requirement_sets,98,96
objective_count_stage10_c8_nv32,objective_count,2,7,1363159082,O_OBJECTIVE_COUNT_STAGE10_C8_NV32_OBJECTIVE_COUNT_L2_R007_OBJ0001,instances/level_000002/rep_007_seed_1363159082,8,8,32,32,4a24b5e3d582ed656e5d61e2d59282c075ead959d8c74cf56fb51f8091a6cca3,0c1f3e60643bc04485b4eb12d0eaad89571008f1c225dd93303f953997e93887,mcad-sensitivity-e2.1-objective-count-v2,2,2,2,0,8611c0709bbb3227a973fd7fd50027bf2db8ced95c2b6187612844215a7fff50,8,16,48,16,64,32,64,128,0.5,0.5,union_requirement_sets,98,96
objective_count_stage10_c8_nv32,objective_count,2,8,874332939,O_OBJECTIVE_COUNT_STAGE10_C8_NV32_OBJECTIVE_COUNT_L2_R008_OBJ0001,instances/level_000002/rep_008_seed_874332939,8,8,32,32,d6f82f0afc24c2533bd6a6dd7fdd7b79ce333ad3e7db9708cea965bee80644b8,00d8a19e109825e5e03c3c79ed8087bbc8c0c70d0ade34b6a40c94aa71823de4,mcad-sensitivity-e2.1-objective-count-v2,2,2,2,0,d3253fe65f24e582b4cc39a77d003ded60911c7d94bc9cb415e0076d2bc5ae3b,8,16,48,16,64,32,64,128,0.5,0.5,union_requirement_sets,98,96
objective_count_stage10_c8_nv32,objective_count,2,9,1767972531,O_OBJECTIVE_COUNT_STAGE10_C8_NV32_OBJECTIVE_COUNT_L2_R009_OBJ0001,instances/level_000002/rep_009_seed_1767972531,8,8,32,32,7e9b35e742d326e5aa5e231120d224c8cb65131d708fb2bbf8659cdb70050d2e,1f3717da2eafcd31e8f1422f8fd2408dcf9597fcf8083e46ae1628e1c715129a,mcad-sensitivity-e2.1-objective-count-v2,2,2,2,0,ab5676b63d84e5be388e52ce2115b978cc44e91f89a093f2d80a7354e6b0608c,8,16,48,16,64,32,64,128,0.5,0.5,union_requirement_sets,98,96
objective_count_stage10_c8_nv32,objective_count,5,0,101,O_OBJECTIVE_COUNT_STAGE10_C8_NV32_OBJECTIVE_COUNT_L5_R000_OBJ0001,instances/level_000005/rep_000_seed_101,8,8,32,32,677b38e4db7661e4513566bb9cdbd1e3cfe856059b4bec02d6bf05036d51437d,049410eec9bce69be18f1671c77debd862293c8b5d311bf9311f09c9eecdee58,mcad-sensitivity-e2.1-objective-count-v2,5,5,5,0,9c323d270de7e235b67473caa127927becaca5b27e285fe6580a5fb2c329406b,8,40,120,40,160,80,160,320,0.5,0.5,union_requirement_sets,245,240
objective_count_stage10_c8_nv32,objective_count,5,1,202,O_OBJECTIVE_COUNT_STAGE10_C8_NV32_OBJECTIVE_COUNT_L5_R001_OBJ0001,instances/level_000005/rep_001_seed_202,8,8,32,32,7a6e37196db54842ec78c05b2de6444e92f6c45aa4a74cd4844b9862827dabc6,bb8d215f2208c8533a9138b1f30a1da6e598a91b8b5cdd9b7d66f87cda20b31c,mcad-sensitivity-e2.1-objective-count-v2,5,5,5,0,4494a7a20b74d62bb9ac4a0cdff3eddc4de6ec1d0ef6fa8f85f2615d14d07b95,8,40,120,40,160,80,160,320,0.5,0.5,union_requirement_sets,245,240
objective_count_stage10_c8_nv32,objective_count,5,2,1198202409,O_OBJECTIVE_COUNT_STAGE10_C8_NV32_OBJECTIVE_COUNT_L5_R002_OBJ0001,instances/level_000005/rep_002_seed_1198202409,8,8,32,32,b3b15df2d99172148369a7b3592f99d14e49146005978453c10aa5e3a9fb64c5,1f23dfc8be4b1d2397b5b80e98897d300371cad0d5e0d0e0944c39e13a130153,mcad-sensitivity-e2.1-objective-count-v2,5,5,5,0,a2558b884eb755bc658dc6a324b9fc7f98a7dd1329eae352f299f6ab4e9b8e47,8,40,120,40,160,80,160,320,0.5,0.5,union_requirement_sets,245,240
objective_count_stage10_c8_nv32,objective_count,5,3,796786883,O_OBJECTIVE_COUNT_STAGE10_C8_NV32_OBJECTIVE_COUNT_L5_R003_OBJ0001,instances/level_000005/rep_003_seed_796786883,8,8,32,32,9688257649fc68530cc337975e1592739a97d5fcb41f921329a33a0abcd0cc30,b3a165775149181247e4137e00e9c16a461dd8cbd42947fae7e913ec5176156b,mcad-sensitivity-e2.1-objective-count-v2,5,5,5,0,a9be03d60fbb2719bbc8044a14a7a04968578dc33f342417dba42fc41d407443,8,40,120,40,160,80,160,320,0.5,0.5,union_requirement_sets,245,240
objective_count_stage10_c8_nv32,objective_count,5,4,1126922093,O_OBJECTIVE_COUNT_STAGE10_C8_NV32_OBJECTIVE_COUNT_L5_R004_OBJ0001,instances/level_000005/rep_004_seed_1126922093,8,8,32,32,bdc56ca09b616ef22a9b558b95fef624066ad43655656aac28cbb820a210e66f,094b69911f005df46f1d4f1bb39f9565691451a402924cfce5f5d00ceebca05f,mcad-sensitivity-e2.1-objective-count-v2,5,5,5,0,2ef93ab3239bb6f22860fa2be008258d5625ff2102a5a8734b242b64ca4b0d31,8,40,120,40,160,80,160,320,0.5,0.5,union_requirement_sets,245,240
objective_count_stage10_c8_nv32,objective_count,5,5,809989256,O_OBJECTIVE_COUNT_STAGE10_C8_NV32_OBJECTIVE_COUNT_L5_R005_OBJ0001,instances/level_000005/rep_005_seed_809989256,8,8,32,32,8ed1b92f02231efb795593109e12e2fd451903579a119420cff1c097ac8083d0,e87729173cf6aa3cc1430db4ec6d562fc47c6fbada4765ea6a43242303f8102b,mcad-sensitivity-e2.1-objective-count-v2,5,5,5,0,813ede191d5aa347f4bea6367149d32eca754154c69165b893c3f3c76fbefc80,8,40,120,40,160,80,160,320,0.5,0.5,union_requirement_sets,245,240
objective_count_stage10_c8_nv32,objective_count,5,6,618554674,O_OBJECTIVE_COUNT_STAGE10_C8_NV32_OBJECTIVE_COUNT_L5_R006_OBJ0001,instances/level_000005/rep_006_seed_618554674,8,8,32,32,94f1c18549a3786935ff1d62e1f7595b505b9123441f2107afc2aa140ba8cc2a,47be69d283110d2ab12d005e6232706d022b25f93e16eb8631b8d7bf226745e5,mcad-sensitivity-e2.1-objective-count-v2,5,5,5,0,e93a27110c6a00befb6250525c868d7a50fef8c7065d5a0b7c5a6b3af32c0f12,8,40,120,40,160,80,160,320,0.5,0.5,union_requirement_sets,245,240
objective_count_stage10_c8_nv32,objective_count,5,7,1363159082,O_OBJECTIVE_COUNT_STAGE10_C8_NV32_OBJECTIVE_COUNT_L5_R007_OBJ0001,instances/level_000005/rep_007_seed_1363159082,8,8,32,32,9209a703e28fd9a045e64ab016e0feda661d75b5b3ddd80d800b85542990865d,7d547830119b67e4d0d3b7d9ac67f8560ecdb9de4a9c718333221d223d0e18ae,mcad-sensitivity-e2.1-objective-count-v2,5,5,5,0,8611c0709bbb3227a973fd7fd50027bf2db8ced95c2b6187612844215a7fff50,8,40,120,40,160,80,160,320,0.5,0.5,union_requirement_sets,245,240
objective_count_stage10_c8_nv32,objective_count,5,8,874332939,O_OBJECTIVE_COUNT_STAGE10_C8_NV32_OBJECTIVE_COUNT_L5_R008_OBJ0001,instances/level_000005/rep_008_seed_874332939,8,8,32,32,1cdc3cc0503d2197c439778117e975a927c35f5f49d16acec8c6efec95b9bbd8,773b3218381656b4d6af5b52c71527a4e68d0694dfc628c87386317ecddf8d32,mcad-sensitivity-e2.1-objective-count-v2,5,5,5,0,d3253fe65f24e582b4cc39a77d003ded60911c7d94bc9cb415e0076d2bc5ae3b,8,40,120,40,160,80,160,320,0.5,0.5,union_requirement_sets,245,240
objective_count_stage10_c8_nv32,objective_count,5,9,1767972531,O_OBJECTIVE_COUNT_STAGE10_C8_NV32_OBJECTIVE_COUNT_L5_R009_OBJ0001,instances/level_000005/rep_009_seed_1767972531,8,8,32,32,bed27b3a46449efdd17473ce35b95348451efa02ba17a6ca5461f42fb5e5998d,34c62a2e3bcc0e7e4caaa89072023ce36562e010d5209e4bf7e17c0aef2fa24d,mcad-sensitivity-e2.1-objective-count-v2,5,5,5,0,ab5676b63d84e5be388e52ce2115b978cc44e91f89a093f2d80a7354e6b0608c,8,40,120,40,160,80,160,320,0.5,0.5,union_requirement_sets,245,240
objective_count_stage10_c8_nv32,objective_count,10,0,101,O_OBJECTIVE_COUNT_STAGE10_C8_NV32_OBJECTIVE_COUNT_L10_R000_OBJ0001,instances/level_000010/rep_000_seed_101,8,8,32,32,763bc173eaabea56ac9c689b7d5e440afb1315e90619e692dca25c5db663b72a,fa418a7df4b6014683dbb22a806526bfcb20a8f3ad907785dc2be2556dc9c2e5,mcad-sensitivity-e2.1-objective-count-v2,10,10,10,0,9c323d270de7e235b67473caa127927becaca5b27e285fe6580a5fb2c329406b,8,80,240,80,320,160,320,640,0.5,0.5,union_requirement_sets,490,480
objective_count_stage10_c8_nv32,objective_count,10,1,202,O_OBJECTIVE_COUNT_STAGE10_C8_NV32_OBJECTIVE_COUNT_L10_R001_OBJ0001,instances/level_000010/rep_001_seed_202,8,8,32,32,4b2cebb38dbc7e78594884f55fe91a5ba8950768688cff768a559107fb4a955f,90fe02163973251cbb8e9720f8d4202c1632a82263b209a85db50eedae21a296,mcad-sensitivity-e2.1-objective-count-v2,10,10,10,0,4494a7a20b74d62bb9ac4a0cdff3eddc4de6ec1d0ef6fa8f85f2615d14d07b95,8,80,240,80,320,160,320,640,0.5,0.5,union_requirement_sets,490,480
objective_count_stage10_c8_nv32,objective_count,10,2,1198202409,O_OBJECTIVE_COUNT_STAGE10_C8_NV32_OBJECTIVE_COUNT_L10_R002_OBJ0001,instances/level_000010/rep_002_seed_1198202409,8,8,32,32,62da275c7f4ca20b8d6ff2a56614de20a55585c7c17fd3814e534b8ce9c718d7,5b910089dfca5e2028bcf48eaf86adf02c9aed592216fd14946e788731f0022b,mcad-sensitivity-e2.1-objective-count-v2,10,10,10,0,a2558b884eb755bc658dc6a324b9fc7f98a7dd1329eae352f299f6ab4e9b8e47,8,80,240,80,320,160,320,640,0.5,0.5,union_requirement_sets,490,480
objective_count_stage10_c8_nv32,objective_count,10,3,796786883,O_OBJECTIVE_COUNT_STAGE10_C8_NV32_OBJECTIVE_COUNT_L10_R003_OBJ0001,instances/level_000010/rep_003_seed_796786883,8,8,32,32,886e15434fe6fa40279e6669f72678da130602733aa740e86d6a41d6e7f30b7f,a1d8b6ee2d0e2def3e0f1dc815943d6259ce232a17e7b78e0ecdf4ca1bac4645,mcad-sensitivity-e2.1-objective-count-v2,10,10,10,0,a9be03d60fbb2719bbc8044a14a7a04968578dc33f342417dba42fc41d407443,8,80,240,80,320,160,320,640,0.5,0.5,union_requirement_sets,490,480
objective_count_stage10_c8_nv32,objective_count,10,4,1126922093,O_OBJECTIVE_COUNT_STAGE10_C8_NV32_OBJECTIVE_COUNT_L10_R004_OBJ0001,instances/level_000010/rep_004_seed_1126922093,8,8,32,32,11208aa0feac78b71ab8655fc1ed381885e460ff6bd614e1040068839678e60f,50f7e57e9edb8a00b8a1b22b41ce85c60f185705bd883c44b31218f3cb0ad8b4,mcad-sensitivity-e2.1-objective-count-v2,10,10,10,0,2ef93ab3239bb6f22860fa2be008258d5625ff2102a5a8734b242b64ca4b0d31,8,80,240,80,320,160,320,640,0.5,0.5,union_requirement_sets,490,480
objective_count_stage10_c8_nv32,objective_count,10,5,809989256,O_OBJECTIVE_COUNT_STAGE10_C8_NV32_OBJECTIVE_COUNT_L10_R005_OBJ0001,instances/level_000010/rep_005_seed_809989256,8,8,32,32,4c1f50be64c42b51d244e13dcb96dc86c3d5bda2fcb3bd2d27b048c49be97da4,6c054581557abd42ddc7060e191a62644723133e93afa4f1e044be057ef63012,mcad-sensitivity-e2.1-objective-count-v2,10,10,10,0,813ede191d5aa347f4bea6367149d32eca754154c69165b893c3f3c76fbefc80,8,80,240,80,320,160,320,640,0.5,0.5,union_requirement_sets,490,480
objective_count_stage10_c8_nv32,objective_count,10,6,618554674,O_OBJECTIVE_COUNT_STAGE10_C8_NV32_OBJECTIVE_COUNT_L10_R006_OBJ0001,instances/level_000010/rep_006_seed_618554674,8,8,32,32,9b96a292c80454ba44ef8aabe73afa22e3160996639cb4a1e4bf5b46e2ad6663,93beb071c6f3e0d54be8e06f0b85e7b7fc5f04a9a75cd856d79e4ad7e03d944f,mcad-sensitivity-e2.1-objective-count-v2,10,10,10,0,e93a27110c6a00befb6250525c868d7a50fef8c7065d5a0b7c5a6b3af32c0f12,8,80,240,80,320,160,320,640,0.5,0.5,union_requirement_sets,490,480
objective_count_stage10_c8_nv32,objective_count,10,7,1363159082,O_OBJECTIVE_COUNT_STAGE10_C8_NV32_OBJECTIVE_COUNT_L10_R007_OBJ0001,instances/level_000010/rep_007_seed_1363159082,8,8,32,32,37117f6dc56c047800b8a39242bffbc07b7405098a43086fc5bcc4cbbb63b8f7,2854520f71f6832a2a6773823cfa2108b0774eb435a605f1b9681230e917c208,mcad-sensitivity-e2.1-objective-count-v2,10,10,10,0,8611c0709bbb3227a973fd7fd50027bf2db8ced95c2b6187612844215a7fff50,8,80,240,80,320,160,320,640,0.5,0.5,union_requirement_sets,490,480
objective_count_stage10_c8_nv32,objective_count,10,8,874332939,O_OBJECTIVE_COUNT_STAGE10_C8_NV32_OBJECTIVE_COUNT_L10_R008_OBJ0001,instances/level_000010/rep_008_seed_874332939,8,8,32,32,6b25883abbb33a59627d20b44c7a5b6571d693853d9c3a4d3b20daec75bb9827,9b0eaef9acbfc97201bfacfeacf637eade06371ba44277b7e8540a4b19f63e70,mcad-sensitivity-e2.1-objective-count-v2,10,10,10,0,d3253fe65f24e582b4cc39a77d003ded60911c7d94bc9cb415e0076d2bc5ae3b,8,80,240,80,320,160,320,640,0.5,0.5,union_requirement_sets,490,480
objective_count_stage10_c8_nv32,objective_count,10,9,1767972531,O_OBJECTIVE_COUNT_STAGE10_C8_NV32_OBJECTIVE_COUNT_L10_R009_OBJ0001,instances/level_000010/rep_009_seed_1767972531,8,8,32,32,e173273fb784771eb0d16283210630a1aac062933d80e229f98e2f277005b115,2e3794416de781f9468acbe476ac2ea2f28dfc74439bc2467af95e819bd5ddf8,mcad-sensitivity-e2.1-objective-count-v2,10,10,10,0,ab5676b63d84e5be388e52ce2115b978cc44e91f89a093f2d80a7354e6b0608c,8,80,240,80,320,160,320,640,0.5,0.5,union_requirement_sets,490,480
objective_count_stage10_c8_nv32,objective_count,20,0,101,O_OBJECTIVE_COUNT_STAGE10_C8_NV32_OBJECTIVE_COUNT_L20_R000_OBJ0001,instances/level_000020/rep_000_seed_101,8,8,32,32,fbbf06b3ae649a30c03791719cb3a18417483ea4765043908443a97f29028028,b29c85ea93a85b417bb1518594db0a4cea7b331ad4509009cf43af9d5093e31b,mcad-sensitivity-e2.1-objective-count-v2,20,20,20,0,9c323d270de7e235b67473caa127927becaca5b27e285fe6580a5fb2c329406b,8,160,480,160,640,320,640,1280,0.5,0.5,union_requirement_sets,980,960
objective_count_stage10_c8_nv32,objective_count,20,1,202,O_OBJECTIVE_COUNT_STAGE10_C8_NV32_OBJECTIVE_COUNT_L20_R001_OBJ0001,instances/level_000020/rep_001_seed_202,8,8,32,32,ef20c1b3331975ce14e1573c9de4875b73cfa975ac45e3cf7a53f5c4ab7f4230,170d205878d8c69e3db7e9130b427bd8313221318c41640383795e23551b2492,mcad-sensitivity-e2.1-objective-count-v2,20,20,20,0,4494a7a20b74d62bb9ac4a0cdff3eddc4de6ec1d0ef6fa8f85f2615d14d07b95,8,160,480,160,640,320,640,1280,0.5,0.5,union_requirement_sets,980,960
objective_count_stage10_c8_nv32,objective_count,20,2,1198202409,O_OBJECTIVE_COUNT_STAGE10_C8_NV32_OBJECTIVE_COUNT_L20_R002_OBJ0001,instances/level_000020/rep_002_seed_1198202409,8,8,32,32,717e068f7f094ecdeabeceb7da8fdddf930432550bfcaf79113272d909e03cf2,b1642c08c94318e22900779d28c5119751e22a9555c05c73d4363d636982f67d,mcad-sensitivity-e2.1-objective-count-v2,20,20,20,0,a2558b884eb755bc658dc6a324b9fc7f98a7dd1329eae352f299f6ab4e9b8e47,8,160,480,160,640,320,640,1280,0.5,0.5,union_requirement_sets,980,960
