campaign_id,factor,factor_level,replication_index,seed,objective_id,relative_instance_dir,requested_constraint_count,realised_constraint_count,requested_virtual_node_count,realised_virtual_node_count,requirement_set_count,requirement_membership_link_count,membership_density,graph_node_count,graph_edge_count,configuration_digest,instance_digest,generator_version
virtual_node_count_stage10_c4,virtual_node_count,12,0,101,O_VIRTUAL_NODE_COUNT_STAGE10_C4_VIRTUAL_NODE_COUNT_L12_R000,instances/level_000012/rep_000_seed_101,4,4,12,12,4,12,1.0,21,20,e0ad3b1ca5a0a2e654207ec6c89219c0f5b781eb3e636ef95bbedb53b4e31961,31563d6c72c7e971a4dc8a352a128755c2be8ac9291cefa43a83efd0ded647b5,mcad-sensitivity-e2.1-v1
virtual_node_count_stage10_c4,virtual_node_count,12,1,202,O_VIRTUAL_NODE_COUNT_STAGE10_C4_VIRTUAL_NODE_COUNT_L12_R001,instances/level_000012/rep_001_seed_202,4,4,12,12,4,12,1.0,21,20,f2c76b4faf3a8655d3670ff6230a4c3c74e248556b495fdd4ca1d05adf07e01b,0066400245e6013204528bed0f714c73a5a7ad3070c6ef3993de43d105ae905f,mcad-sensitivity-e2.1-v1
virtual_node_count_stage10_c4,virtual_node_count,12,2,1198202409,O_VIRTUAL_NODE_COUNT_STAGE10_C4_VIRTUAL_NODE_COUNT_L12_R002,instances/level_000012/rep_002_seed_1198202409,4,4,12,12,4,12,1.0,21,20,a012f5497920d75093dc8395e90fe8d408a27958abb600fbac73dec2186d558a,ac6cfee25677d57ed2d1a9e0fc5445f7591fb44aff8f88e2ec69bfa56cce90ff,mcad-sensitivity-e2.1-v1
virtual_node_count_stage10_c4,virtual_node_count,12,3,796786883,O_VIRTUAL_NODE_COUNT_STAGE10_C4_VIRTUAL_NODE_COUNT_L12_R003,instances/level_000012/rep_003_seed_796786883,4,4,12,12,4,12,1.0,21,20,97a3fae3a727141defac2406546ab43913cf33924ea4fac132ec07915ffc7e6b,eb1dc8c11dfa76dc8164a008ee43cc3411a8a6505a09300e1ae0c4e26fbc72f0,mcad-sensitivity-e2.1-v1
virtual_node_count_stage10_c4,virtual_node_count,12,4,1126922093,O_VIRTUAL_NODE_COUNT_STAGE10_C4_VIRTUAL_NODE_COUNT_L12_R004,instances/level_000012/rep_004_seed_1126922093,4,4,12,12,4,12,1.0,21,20,839d4955e6ad739d82595461e7bfea16e57d9c094a3e5813918d0b914a770c52,50e486470aac2112738d124d76cb56f1205c4447a9352d280a417667e3e88a73,mcad-sensitivity-e2.1-v1
virtual_node_count_stage10_c4,virtual_node_count,12,5,809989256,O_VIRTUAL_NODE_COUNT_STAGE10_C4_VIRTUAL_NODE_COUNT_L12_R005,instances/level_000012/rep_005_seed_809989256,4,4,12,12,4,12,1.0,21,20,e50049efd863ecde3fdeac87aed3145cd2c2ce7fde1b7a6978dc853b53c50c62,5f3ddc5df1777a0bf836f5f825462178c5c6c64b6fdf3bcac4673a25cfd68c0f,mcad-sensitivity-e2.1-v1
virtual_node_count_stage10_c4,virtual_node_count,12,6,618554674,O_VIRTUAL_NODE_COUNT_STAGE10_C4_VIRTUAL_NODE_COUNT_L12_R006,instances/level_000012/rep_006_seed_618554674,4,4,12,12,4,12,1.0,21,20,3cf6217332e4b14c4a8d37af753ce078a0c443bcd57d00fe14d554f99d32f1be,72acc493534caa8557b301d28a94e9655c8e97be5db5c24aea3e9d48bd28d848,mcad-sensitivity-e2.1-v1
virtual_node_count_stage10_c4,virtual_node_count,12,7,1363159082,O_VIRTUAL_NODE_COUNT_STAGE10_C4_VIRTUAL_NODE_COUNT_L12_R007,instances/level_000012/rep_007_seed_1363159082,4,4,12,12,4,12,1.0,21,20,3f053cb542d893116e3ca885f18d936ea3770fd6820a20fa5c8250b27c2ac22d,606c44fb6f9b558f240c594cd03940ed69ca5d8224766ebc02a249b425497ad7,mcad-sensitivity-e2.1-v1
virtual_node_count_stage10_c4,virtual_node_count,12,8,874332939,O_VIRTUAL_NODE_COUNT_STAGE10_C4_VIRTUAL_NODE_COUNT_L12_R008,instances/level_000012/rep_008_seed_874332939,4,4,12,12,4,12,1.0,21,20,f94f2cf2375aa59c0e972682751600aba3d22bcd975ebb0346b03b43379ef8fa,f0aaa1843bafa4c44aae7264bc319f52ea504d7f2064725f7ce30edade17521f,mcad-sensitivity-e2.1-v1
virtual_node_count_stage10_c4,virtual_node_count,12,9,1767972531,O_VIRTUAL_NODE_COUNT_STAGE10_C4_VIRTUAL_NODE_COUNT_L12_R009,instances/level_000012/rep_009_seed_1767972531,4,4,12,12,4,12,1.0,21,20,bdb60695bcb3e1a806390c18472c83091be735f49740619c26b573a2cfed11c1,329044942f48c35f32650354f4e012d27c862d139c7d912940e3f3db3ac03e79,mcad-sensitivity-e2.1-v1
virtual_node_count_stage10_c4,virtual_node_count,24,0,101,O_VIRTUAL_NODE_COUNT_STAGE10_C4_VIRTUAL_NODE_COUNT_L24_R000,instances/level_000024/rep_000_seed_101,4,4,24,24,4,24,1.0,33,32,68b66ab605e1179709df93f8bc5a6fce742eea9d8f6f0bd9690bca82b88a6c34,6fbb6ee12c02e50563f3342c3d0923a9584250a42b4386a2e571233393c5f80c,mcad-sensitivity-e2.1-v1
virtual_node_count_stage10_c4,virtual_node_count,24,1,202,O_VIRTUAL_NODE_COUNT_STAGE10_C4_VIRTUAL_NODE_COUNT_L24_R001,instances/level_000024/rep_001_seed_202,4,4,24,24,4,24,1.0,33,32,cc4d7f86a1918f9fad13e03a9ef88da210a19762cbe32f8e183e537f964cea50,f7491c71d35436584d357a0f5c5d0f1e94f17d68f42e44d60680881b2e373b06,mcad-sensitivity-e2.1-v1
virtual_node_count_stage10_c4,virtual_node_count,24,2,1198202409,O_VIRTUAL_NODE_COUNT_STAGE10_C4_VIRTUAL_NODE_COUNT_L24_R002,instances/level_000024/rep_002_seed_1198202409,4,4,24,24,4,24,1.0,33,32,220887e2008560ecdaf640955162242dec3f3bd6cb6409ec199de8b23715f462,e40850fb63c697f01a842a364659e41480d5df3fd14ce788c372168bb8f23e15,mcad-sensitivity-e2.1-v1
virtual_node_count_stage10_c4,virtual_node_count,24,3,796786883,O_VIRTUAL_NODE_COUNT_STAGE10_C4_VIRTUAL_NODE_COUNT_L24_R003,instances/level_000024/rep_003_seed_796786883,4,4,24,24,4,24,1.0,33,32,e07b5dc1bd44b32bd5a08d2be0f8a7961a8ec12ba3d9415cea1e6bc2604c7876,570b9476fcfde2f075f389f0551d1e184722e54f09759a933af36617d7f07d4a,mcad-sensitivity-e2.1-v1
virtual_node_count_stage10_c4,virtual_node_count,24,4,1126922093,O_VIRTUAL_NODE_COUNT_STAGE10_C4_VIRTUAL_NODE_COUNT_L24_R004,instances/level_000024/rep_004_seed_1126922093,4,4,24,24,4,24,1.0,33,32,3ab66990a59b29327d25a0918116e7816ce0f6478d05e5670b7a5e3feac0b8bd,4a1ec872a8e05776ff9ad8b6a99818e3f9831f7e8d0887bf6f95997621bbe155,mcad-sensitivity-e2.1-v1
virtual_node_count_stage10_c4,virtual_node_count,24,5,809989256,O_VIRTUAL_NODE_COUNT_STAGE10_C4_VIRTUAL_NODE_COUNT_L24_R005,instances/level_000024/rep_005_seed_809989256,4,4,24,24,4,24,1.0,33,32,a6dc757b6507c13ac097a0e4201c30409ba6d5bec2143295180aa92ef03ac1d2,0f0f9f94dcb311d28e36708c7e379e7a9709274cad1ff10935333eddd450775e,mcad-sensitivity-e2.1-v1
virtual_node_count_stage10_c4,virtual_node_count,24,6,618554674,O_VIRTUAL_NODE_COUNT_STAGE10_C4_VIRTUAL_NODE_COUNT_L24_R006,instances/level_000024/rep_006_seed_618554674,4,4,24,24,4,24,1.0,33,32,97439e8ba2bbdc3dfd9c354bf5853db5ac5652b7647cdf1c21c2574101fe8b4a,0351eb9b87f0e9877c067cb37311d77fa72473a9fd29bc00e377bdb2730d281a,mcad-sensitivity-e2.1-v1
virtual_node_count_stage10_c4,virtual_node_count,24,7,1363159082,O_VIRTUAL_NODE_COUNT_STAGE10_C4_VIRTUAL_NODE_COUNT_L24_R007,instances/level_000024/rep_007_seed_1363159082,4,4,24,24,4,24,1.0,33,32,43c7f92d372fbac587b5b79d0bff47be7bb74566e236ae9576a6a304da647323,798f675199aba4cb6dce44de130619da28da92c8a69991b48b8eda1c6b5f9688,mcad-sensitivity-e2.1-v1
virtual_node_count_stage10_c4,virtual_node_count,24,8,874332939,O_VIRTUAL_NODE_COUNT_STAGE10_C4_VIRTUAL_NODE_COUNT_L24_R008,instances/level_000024/rep_008_seed_874332939,4,4,24,24,4,24,1.0,33,32,46da2dc50384d75c3591b10b29b327b15f1c9f6dbadb1edbd22cdb8bb59669ba,9e6709515e4932b52729465f7d4814757ba5e3c070307b063417708e44da1964,mcad-sensitivity-e2.1-v1
virtual_node_count_stage10_c4,virtual_node_count,24,9,1767972531,O_VIRTUAL_NODE_COUNT_STAGE10_C4_VIRTUAL_NODE_COUNT_L24_R009,instances/level_000024/rep_009_seed_1767972531,4,4,24,24,4,24,1.0,33,32,b320411065c5e6302dd7d1645a37722e828a843dc6e052be00a8f7e7e371f7ff,b1b33d10f143b42fa6aac5b182bd4f92f0bc31e8c7c3764460c24a9f3cd98bbe,mcad-sensitivity-e2.1-v1
