campaign_id,planned_session_index,planned_session_id,scenario_id,objective_id,profile,category,state,planned_length,scenario_file,objective_file
A_foodmart_deep_runtime_feasible,13,A_FM_RF_0014,fm_a_sales_profit_month_canned_foods_ca,O_FM_A_SALES_PROFIT_MONTH_CANNED_FOODS_CA,sales_profit_month,canned_foods,CA,8,experiments/article/real_execution/foodmart_campaign_a_library_runtime_feasible/scenarios/fm_a_sales_profit_month_canned_foods_ca.json,experiments/article/real_execution/foodmart_campaign_a_library_runtime_feasible/objectives/objective_fm_a_sales_profit_month_canned_foods_ca.json
A_foodmart_deep_runtime_feasible,14,A_FM_RF_0015,fm_a_sales_profit_month_canned_foods_or,O_FM_A_SALES_PROFIT_MONTH_CANNED_FOODS_OR,sales_profit_month,canned_foods,OR,9,experiments/article/real_execution/foodmart_campaign_a_library_runtime_feasible/scenarios/fm_a_sales_profit_month_canned_foods_or.json,experiments/article/real_execution/foodmart_campaign_a_library_runtime_feasible/objectives/objective_fm_a_sales_profit_month_canned_foods_or.json
A_foodmart_deep_runtime_feasible,15,A_FM_RF_0016,fm_a_sales_profit_month_frozen_foods_wa,O_FM_A_SALES_PROFIT_MONTH_FROZEN_FOODS_WA,sales_profit_month,frozen_foods,WA,10,experiments/article/real_execution/foodmart_campaign_a_library_runtime_feasible/scenarios/fm_a_sales_profit_month_frozen_foods_wa.json,experiments/article/real_execution/foodmart_campaign_a_library_runtime_feasible/objectives/objective_fm_a_sales_profit_month_frozen_foods_wa.json
A_foodmart_deep_runtime_feasible,16,A_FM_RF_0017,fm_a_sales_profit_month_frozen_foods_ca,O_FM_A_SALES_PROFIT_MONTH_FROZEN_FOODS_CA,sales_profit_month,frozen_foods,CA,11,experiments/article/real_execution/foodmart_campaign_a_library_runtime_feasible/scenarios/fm_a_sales_profit_month_frozen_foods_ca.json,experiments/article/real_execution/foodmart_campaign_a_library_runtime_feasible/objectives/objective_fm_a_sales_profit_month_frozen_foods_ca.json
A_foodmart_deep_runtime_feasible,17,A_FM_RF_0018,fm_a_sales_profit_month_frozen_foods_or,O_FM_A_SALES_PROFIT_MONTH_FROZEN_FOODS_OR,sales_profit_month,frozen_foods,OR,12,experiments/article/real_execution/foodmart_campaign_a_library_runtime_feasible/scenarios/fm_a_sales_profit_month_frozen_foods_or.json,experiments/article/real_execution/foodmart_campaign_a_library_runtime_feasible/objectives/objective_fm_a_sales_profit_month_frozen_foods_or.json
A_foodmart_deep_runtime_feasible,18,A_FM_RF_0019,fm_a_unit_sales_month_beer_and_wine_wa,O_FM_A_UNIT_SALES_MONTH_BEER_AND_WINE_WA,unit_sales_month,beer_and_wine,WA,4,experiments/article/real_execution/foodmart_campaign_a_library_runtime_feasible/scenarios/fm_a_unit_sales_month_beer_and_wine_wa.json,experiments/article/real_execution/foodmart_campaign_a_library_runtime_feasible/objectives/objective_fm_a_unit_sales_month_beer_and_wine_wa.json
A_foodmart_deep_runtime_feasible,19,A_FM_RF_0020,fm_a_unit_sales_month_beer_and_wine_ca,O_FM_A_UNIT_SALES_MONTH_BEER_AND_WINE_CA,unit_sales_month,beer_and_wine,CA,5,experiments/article/real_execution/foodmart_campaign_a_library_runtime_feasible/scenarios/fm_a_unit_sales_month_beer_and_wine_ca.json,experiments/article/real_execution/foodmart_campaign_a_library_runtime_feasible/objectives/objective_fm_a_unit_sales_month_beer_and_wine_ca.json
A_foodmart_deep_runtime_feasible,20,A_FM_RF_0021,fm_a_unit_sales_month_beer_and_wine_or,O_FM_A_UNIT_SALES_MONTH_BEER_AND_WINE_OR,unit_sales_month,beer_and_wine,OR,6,experiments/article/real_execution/foodmart_campaign_a_library_runtime_feasible/scenarios/fm_a_unit_sales_month_beer_and_wine_or.json,experiments/article/real_execution/foodmart_campaign_a_library_runtime_feasible/objectives/objective_fm_a_unit_sales_month_beer_and_wine_or.json
A_foodmart_deep_runtime_feasible,21,A_FM_RF_0022,fm_a_unit_sales_month_dairy_wa,O_FM_A_UNIT_SALES_MONTH_DAIRY_WA,unit_sales_month,dairy,WA,7,experiments/article/real_execution/foodmart_campaign_a_library_runtime_feasible/scenarios/fm_a_unit_sales_month_dairy_wa.json,experiments/article/real_execution/foodmart_campaign_a_library_runtime_feasible/objectives/objective_fm_a_unit_sales_month_dairy_wa.json
A_foodmart_deep_runtime_feasible,22,A_FM_RF_0023,fm_a_unit_sales_month_dairy_ca,O_FM_A_UNIT_SALES_MONTH_DAIRY_CA,unit_sales_month,dairy,CA,8,experiments/article/real_execution/foodmart_campaign_a_library_runtime_feasible/scenarios/fm_a_unit_sales_month_dairy_ca.json,experiments/article/real_execution/foodmart_campaign_a_library_runtime_feasible/objectives/objective_fm_a_unit_sales_month_dairy_ca.json
A_foodmart_deep_runtime_feasible,23,A_FM_RF_0024,fm_a_unit_sales_month_dairy_or,O_FM_A_UNIT_SALES_MONTH_DAIRY_OR,unit_sales_month,dairy,OR,9,experiments/article/real_execution/foodmart_campaign_a_library_runtime_feasible/scenarios/fm_a_unit_sales_month_dairy_or.json,experiments/article/real_execution/foodmart_campaign_a_library_runtime_feasible/objectives/objective_fm_a_unit_sales_month_dairy_or.json
A_foodmart_deep_runtime_feasible,24,A_FM_RF_0025,fm_a_unit_sales_month_produce_wa,O_FM_A_UNIT_SALES_MONTH_PRODUCE_WA,unit_sales_month,produce,WA,10,experiments/article/real_execution/foodmart_campaign_a_library_runtime_feasible/scenarios/fm_a_unit_sales_month_produce_wa.json,experiments/article/real_execution/foodmart_campaign_a_library_runtime_feasible/objectives/objective_fm_a_unit_sales_month_produce_wa.json
A_foodmart_deep_runtime_feasible,25,A_FM_RF_0026,fm_a_unit_sales_month_produce_ca,O_FM_A_UNIT_SALES_MONTH_PRODUCE_CA,unit_sales_month,produce,CA,11,experiments/article/real_execution/foodmart_campaign_a_library_runtime_feasible/scenarios/fm_a_unit_sales_month_produce_ca.json,experiments/article/real_execution/foodmart_campaign_a_library_runtime_feasible/objectives/objective_fm_a_unit_sales_month_produce_ca.json
A_foodmart_deep_runtime_feasible,26,A_FM_RF_0027,fm_a_unit_sales_month_produce_or,O_FM_A_UNIT_SALES_MONTH_PRODUCE_OR,unit_sales_month,produce,OR,12,experiments/article/real_execution/foodmart_campaign_a_library_runtime_feasible/scenarios/fm_a_unit_sales_month_produce_or.json,experiments/article/real_execution/foodmart_campaign_a_library_runtime_feasible/objectives/objective_fm_a_unit_sales_month_produce_or.json
A_foodmart_deep_runtime_feasible,27,A_FM_RF_0028,fm_a_unit_sales_month_snack_foods_wa,O_FM_A_UNIT_SALES_MONTH_SNACK_FOODS_WA,unit_sales_month,snack_foods,WA,4,experiments/article/real_execution/foodmart_campaign_a_library_runtime_feasible/scenarios/fm_a_unit_sales_month_snack_foods_wa.json,experiments/article/real_execution/foodmart_campaign_a_library_runtime_feasible/objectives/objective_fm_a_unit_sales_month_snack_foods_wa.json
A_foodmart_deep_runtime_feasible,28,A_FM_RF_0029,fm_a_unit_sales_month_snack_foods_ca,O_FM_A_UNIT_SALES_MONTH_SNACK_FOODS_CA,unit_sales_month,snack_foods,CA,5,experiments/article/real_execution/foodmart_campaign_a_library_runtime_feasible/scenarios/fm_a_unit_sales_month_snack_foods_ca.json,experiments/article/real_execution/foodmart_campaign_a_library_runtime_feasible/objectives/objective_fm_a_unit_sales_month_snack_foods_ca.json
A_foodmart_deep_runtime_feasible,29,A_FM_RF_0030,fm_a_unit_sales_month_snack_foods_or,O_FM_A_UNIT_SALES_MONTH_SNACK_FOODS_OR,unit_sales_month,snack_foods,OR,6,experiments/article/real_execution/foodmart_campaign_a_library_runtime_feasible/scenarios/fm_a_unit_sales_month_snack_foods_or.json,experiments/article/real_execution/foodmart_campaign_a_library_runtime_feasible/objectives/objective_fm_a_unit_sales_month_snack_foods_or.json
A_foodmart_deep_runtime_feasible,30,A_FM_RF_0031,fm_a_unit_sales_month_canned_foods_wa,O_FM_A_UNIT_SALES_MONTH_CANNED_FOODS_WA,unit_sales_month,canned_foods,WA,7,experiments/article/real_execution/foodmart_campaign_a_library_runtime_feasible/scenarios/fm_a_unit_sales_month_canned_foods_wa.json,experiments/article/real_execution/foodmart_campaign_a_library_runtime_feasible/objectives/objective_fm_a_unit_sales_month_canned_foods_wa.json
A_foodmart_deep_runtime_feasible,31,A_FM_RF_0032,fm_a_unit_sales_month_canned_foods_ca,O_FM_A_UNIT_SALES_MONTH_CANNED_FOODS_CA,unit_sales_month,canned_foods,CA,8,experiments/article/real_execution/foodmart_campaign_a_library_runtime_feasible/scenarios/fm_a_unit_sales_month_canned_foods_ca.json,experiments/article/real_execution/foodmart_campaign_a_library_runtime_feasible/objectives/objective_fm_a_unit_sales_month_canned_foods_ca.json
A_foodmart_deep_runtime_feasible,32,A_FM_RF_0033,fm_a_unit_sales_month_canned_foods_or,O_FM_A_UNIT_SALES_MONTH_CANNED_FOODS_OR,unit_sales_month,canned_foods,OR,9,experiments/article/real_execution/foodmart_campaign_a_library_runtime_feasible/scenarios/fm_a_unit_sales_month_canned_foods_or.json,experiments/article/real_execution/foodmart_campaign_a_library_runtime_feasible/objectives/objective_fm_a_unit_sales_month_canned_foods_or.json
A_foodmart_deep_runtime_feasible,33,A_FM_RF_0034,fm_a_unit_sales_month_frozen_foods_wa,O_FM_A_UNIT_SALES_MONTH_FROZEN_FOODS_WA,unit_sales_month,frozen_foods,WA,10,experiments/article/real_execution/foodmart_campaign_a_library_runtime_feasible/scenarios/fm_a_unit_sales_month_frozen_foods_wa.json,experiments/article/real_execution/foodmart_campaign_a_library_runtime_feasible/objectives/objective_fm_a_unit_sales_month_frozen_foods_wa.json
A_foodmart_deep_runtime_feasible,34,A_FM_RF_0035,fm_a_unit_sales_month_frozen_foods_ca,O_FM_A_UNIT_SALES_MONTH_FROZEN_FOODS_CA,unit_sales_month,frozen_foods,CA,11,experiments/article/real_execution/foodmart_campaign_a_library_runtime_feasible/scenarios/fm_a_unit_sales_month_frozen_foods_ca.json,experiments/article/real_execution/foodmart_campaign_a_library_runtime_feasible/objectives/objective_fm_a_unit_sales_month_frozen_foods_ca.json
A_foodmart_deep_runtime_feasible,35,A_FM_RF_0036,fm_a_unit_sales_month_frozen_foods_or,O_FM_A_UNIT_SALES_MONTH_FROZEN_FOODS_OR,unit_sales_month,frozen_foods,OR,12,experiments/article/real_execution/foodmart_campaign_a_library_runtime_feasible/scenarios/fm_a_unit_sales_month_frozen_foods_or.json,experiments/article/real_execution/foodmart_campaign_a_library_runtime_feasible/objectives/objective_fm_a_unit_sales_month_frozen_foods_or.json
A_foodmart_deep_runtime_feasible,36,A_FM_RF_0037,fm_a_category_state_profitability_beer_and_wine_wa,O_FM_A_CATEGORY_STATE_PROFITABILITY_BEER_AND_WINE_WA,category_state_profitability,beer_and_wine,WA,4,experiments/article/real_execution/foodmart_campaign_a_library_runtime_feasible/scenarios/fm_a_category_state_profitability_beer_and_wine_wa.json,experiments/article/real_execution/foodmart_campaign_a_library_runtime_feasible/objectives/objective_fm_a_category_state_profitability_beer_and_wine_wa.json
A_foodmart_deep_runtime_feasible,37,A_FM_RF_0038,fm_a_category_state_profitability_beer_and_wine_ca,O_FM_A_CATEGORY_STATE_PROFITABILITY_BEER_AND_WINE_CA,category_state_profitability,beer_and_wine,CA,5,experiments/article/real_execution/foodmart_campaign_a_library_runtime_feasible/scenarios/fm_a_category_state_profitability_beer_and_wine_ca.json,experiments/article/real_execution/foodmart_campaign_a_library_runtime_feasible/objectives/objective_fm_a_category_state_profitability_beer_and_wine_ca.json
A_foodmart_deep_runtime_feasible,38,A_FM_RF_0039,fm_a_category_state_profitability_beer_and_wine_or,O_FM_A_CATEGORY_STATE_PROFITABILITY_BEER_AND_WINE_OR,category_state_profitability,beer_and_wine,OR,6,experiments/article/real_execution/foodmart_campaign_a_library_runtime_feasible/scenarios/fm_a_category_state_profitability_beer_and_wine_or.json,experiments/article/real_execution/foodmart_campaign_a_library_runtime_feasible/objectives/objective_fm_a_category_state_profitability_beer_and_wine_or.json
A_foodmart_deep_runtime_feasible,39,A_FM_RF_0040,fm_a_category_state_profitability_dairy_wa,O_FM_A_CATEGORY_STATE_PROFITABILITY_DAIRY_WA,category_state_profitability,dairy,WA,7,experiments/article/real_execution/foodmart_campaign_a_library_runtime_feasible/scenarios/fm_a_category_state_profitability_dairy_wa.json,experiments/article/real_execution/foodmart_campaign_a_library_runtime_feasible/objectives/objective_fm_a_category_state_profitability_dairy_wa.json
A_foodmart_deep_runtime_feasible,40,A_FM_RF_0041,fm_a_category_state_profitability_dairy_ca,O_FM_A_CATEGORY_STATE_PROFITABILITY_DAIRY_CA,category_state_profitability,dairy,CA,8,experiments/article/real_execution/foodmart_campaign_a_library_runtime_feasible/scenarios/fm_a_category_state_profitability_dairy_ca.json,experiments/article/real_execution/foodmart_campaign_a_library_runtime_feasible/objectives/objective_fm_a_category_state_profitability_dairy_ca.json
A_foodmart_deep_runtime_feasible,41,A_FM_RF_0042,fm_a_category_state_profitability_dairy_or,O_FM_A_CATEGORY_STATE_PROFITABILITY_DAIRY_OR,category_state_profitability,dairy,OR,9,experiments/article/real_execution/foodmart_campaign_a_library_runtime_feasible/scenarios/fm_a_category_state_profitability_dairy_or.json,experiments/article/real_execution/foodmart_campaign_a_library_runtime_feasible/objectives/objective_fm_a_category_state_profitability_dairy_or.json
A_foodmart_deep_runtime_feasible,42,A_FM_RF_0043,fm_a_category_state_profitability_produce_wa,O_FM_A_CATEGORY_STATE_PROFITABILITY_PRODUCE_WA,category_state_profitability,produce,WA,10,experiments/article/real_execution/foodmart_campaign_a_library_runtime_feasible/scenarios/fm_a_category_state_profitability_produce_wa.json,experiments/article/real_execution/foodmart_campaign_a_library_runtime_feasible/objectives/objective_fm_a_category_state_profitability_produce_wa.json
A_foodmart_deep_runtime_feasible,43,A_FM_RF_0044,fm_a_category_state_profitability_produce_ca,O_FM_A_CATEGORY_STATE_PROFITABILITY_PRODUCE_CA,category_state_profitability,produce,CA,11,experiments/article/real_execution/foodmart_campaign_a_library_runtime_feasible/scenarios/fm_a_category_state_profitability_produce_ca.json,experiments/article/real_execution/foodmart_campaign_a_library_runtime_feasible/objectives/objective_fm_a_category_state_profitability_produce_ca.json
A_foodmart_deep_runtime_feasible,44,A_FM_RF_0045,fm_a_category_state_profitability_produce_or,O_FM_A_CATEGORY_STATE_PROFITABILITY_PRODUCE_OR,category_state_profitability,produce,OR,12,experiments/article/real_execution/foodmart_campaign_a_library_runtime_feasible/scenarios/fm_a_category_state_profitability_produce_or.json,experiments/article/real_execution/foodmart_campaign_a_library_runtime_feasible/objectives/objective_fm_a_category_state_profitability_produce_or.json
A_foodmart_deep_runtime_feasible,45,A_FM_RF_0046,fm_a_category_state_profitability_snack_foods_wa,O_FM_A_CATEGORY_STATE_PROFITABILITY_SNACK_FOODS_WA,category_state_profitability,snack_foods,WA,4,experiments/article/real_execution/foodmart_campaign_a_library_runtime_feasible/scenarios/fm_a_category_state_profitability_snack_foods_wa.json,experiments/article/real_execution/foodmart_campaign_a_library_runtime_feasible/objectives/objective_fm_a_category_state_profitability_snack_foods_wa.json
A_foodmart_deep_runtime_feasible,46,A_FM_RF_0047,fm_a_category_state_profitability_snack_foods_ca,O_FM_A_CATEGORY_STATE_PROFITABILITY_SNACK_FOODS_CA,category_state_profitability,snack_foods,CA,5,experiments/article/real_execution/foodmart_campaign_a_library_runtime_feasible/scenarios/fm_a_category_state_profitability_snack_foods_ca.json,experiments/article/real_execution/foodmart_campaign_a_library_runtime_feasible/objectives/objective_fm_a_category_state_profitability_snack_foods_ca.json
A_foodmart_deep_runtime_feasible,47,A_FM_RF_0048,fm_a_category_state_profitability_snack_foods_or,O_FM_A_CATEGORY_STATE_PROFITABILITY_SNACK_FOODS_OR,category_state_profitability,snack_foods,OR,6,experiments/article/real_execution/foodmart_campaign_a_library_runtime_feasible/scenarios/fm_a_category_state_profitability_snack_foods_or.json,experiments/article/real_execution/foodmart_campaign_a_library_runtime_feasible/objectives/objective_fm_a_category_state_profitability_snack_foods_or.json
A_foodmart_deep_runtime_feasible,48,A_FM_RF_0049,fm_a_category_state_profitability_canned_foods_wa,O_FM_A_CATEGORY_STATE_PROFITABILITY_CANNED_FOODS_WA,category_state_profitability,canned_foods,WA,7,experiments/article/real_execution/foodmart_campaign_a_library_runtime_feasible/scenarios/fm_a_category_state_profitability_canned_foods_wa.json,experiments/article/real_execution/foodmart_campaign_a_library_runtime_feasible/objectives/objective_fm_a_category_state_profitability_canned_foods_wa.json
A_foodmart_deep_runtime_feasible,49,A_FM_RF_0050,fm_a_category_state_profitability_canned_foods_ca,O_FM_A_CATEGORY_STATE_PROFITABILITY_CANNED_FOODS_CA,category_state_profitability,canned_foods,CA,8,experiments/article/real_execution/foodmart_campaign_a_library_runtime_feasible/scenarios/fm_a_category_state_profitability_canned_foods_ca.json,experiments/article/real_execution/foodmart_campaign_a_library_runtime_feasible/objectives/objective_fm_a_category_state_profitability_canned_foods_ca.json
A_foodmart_deep_runtime_feasible,50,A_FM_RF_0051,fm_a_category_state_profitability_canned_foods_or,O_FM_A_CATEGORY_STATE_PROFITABILITY_CANNED_FOODS_OR,category_state_profitability,canned_foods,OR,9,experiments/article/real_execution/foodmart_campaign_a_library_runtime_feasible/scenarios/fm_a_category_state_profitability_canned_foods_or.json,experiments/article/real_execution/foodmart_campaign_a_library_runtime_feasible/objectives/objective_fm_a_category_state_profitability_canned_foods_or.json
A_foodmart_deep_runtime_feasible,51,A_FM_RF_0052,fm_a_category_state_profitability_frozen_foods_wa,O_FM_A_CATEGORY_STATE_PROFITABILITY_FROZEN_FOODS_WA,category_state_profitability,frozen_foods,WA,10,experiments/article/real_execution/foodmart_campaign_a_library_runtime_feasible/scenarios/fm_a_category_state_profitability_frozen_foods_wa.json,experiments/article/real_execution/foodmart_campaign_a_library_runtime_feasible/objectives/objective_fm_a_category_state_profitability_frozen_foods_wa.json
A_foodmart_deep_runtime_feasible,52,A_FM_RF_0053,fm_a_category_state_profitability_frozen_foods_ca,O_FM_A_CATEGORY_STATE_PROFITABILITY_FROZEN_FOODS_CA,category_state_profitability,frozen_foods,CA,11,experiments/article/real_execution/foodmart_campaign_a_library_runtime_feasible/scenarios/fm_a_category_state_profitability_frozen_foods_ca.json,experiments/article/real_execution/foodmart_campaign_a_library_runtime_feasible/objectives/objective_fm_a_category_state_profitability_frozen_foods_ca.json
A_foodmart_deep_runtime_feasible,53,A_FM_RF_0054,fm_a_category_state_profitability_frozen_foods_or,O_FM_A_CATEGORY_STATE_PROFITABILITY_FROZEN_FOODS_OR,category_state_profitability,frozen_foods,OR,12,experiments/article/real_execution/foodmart_campaign_a_library_runtime_feasible/scenarios/fm_a_category_state_profitability_frozen_foods_or.json,experiments/article/real_execution/foodmart_campaign_a_library_runtime_feasible/objectives/objective_fm_a_category_state_profitability_frozen_foods_or.json
A_foodmart_deep_runtime_feasible,54,A_FM_RF_0055,fm_a_coverage_and_guard_mix_beer_and_wine_wa,O_FM_A_COVERAGE_AND_GUARD_MIX_BEER_AND_WINE_WA,coverage_and_guard_mix,beer_and_wine,WA,4,experiments/article/real_execution/foodmart_campaign_a_library_runtime_feasible/scenarios/fm_a_coverage_and_guard_mix_beer_and_wine_wa.json,experiments/article/real_execution/foodmart_campaign_a_library_runtime_feasible/objectives/objective_fm_a_coverage_and_guard_mix_beer_and_wine_wa.json
A_foodmart_deep_runtime_feasible,55,A_FM_RF_0056,fm_a_coverage_and_guard_mix_beer_and_wine_ca,O_FM_A_COVERAGE_AND_GUARD_MIX_BEER_AND_WINE_CA,coverage_and_guard_mix,beer_and_wine,CA,5,experiments/article/real_execution/foodmart_campaign_a_library_runtime_feasible/scenarios/fm_a_coverage_and_guard_mix_beer_and_wine_ca.json,experiments/article/real_execution/foodmart_campaign_a_library_runtime_feasible/objectives/objective_fm_a_coverage_and_guard_mix_beer_and_wine_ca.json
A_foodmart_deep_runtime_feasible,56,A_FM_RF_0057,fm_a_coverage_and_guard_mix_beer_and_wine_or,O_FM_A_COVERAGE_AND_GUARD_MIX_BEER_AND_WINE_OR,coverage_and_guard_mix,beer_and_wine,OR,6,experiments/article/real_execution/foodmart_campaign_a_library_runtime_feasible/scenarios/fm_a_coverage_and_guard_mix_beer_and_wine_or.json,experiments/article/real_execution/foodmart_campaign_a_library_runtime_feasible/objectives/objective_fm_a_coverage_and_guard_mix_beer_and_wine_or.json
A_foodmart_deep_runtime_feasible,57,A_FM_RF_0058,fm_a_coverage_and_guard_mix_dairy_wa,O_FM_A_COVERAGE_AND_GUARD_MIX_DAIRY_WA,coverage_and_guard_mix,dairy,WA,7,experiments/article/real_execution/foodmart_campaign_a_library_runtime_feasible/scenarios/fm_a_coverage_and_guard_mix_dairy_wa.json,experiments/article/real_execution/foodmart_campaign_a_library_runtime_feasible/objectives/objective_fm_a_coverage_and_guard_mix_dairy_wa.json
A_foodmart_deep_runtime_feasible,58,A_FM_RF_0059,fm_a_coverage_and_guard_mix_dairy_ca,O_FM_A_COVERAGE_AND_GUARD_MIX_DAIRY_CA,coverage_and_guard_mix,dairy,CA,8,experiments/article/real_execution/foodmart_campaign_a_library_runtime_feasible/scenarios/fm_a_coverage_and_guard_mix_dairy_ca.json,experiments/article/real_execution/foodmart_campaign_a_library_runtime_feasible/objectives/objective_fm_a_coverage_and_guard_mix_dairy_ca.json
A_foodmart_deep_runtime_feasible,59,A_FM_RF_0060,fm_a_coverage_and_guard_mix_dairy_or,O_FM_A_COVERAGE_AND_GUARD_MIX_DAIRY_OR,coverage_and_guard_mix,dairy,OR,9,experiments/article/real_execution/foodmart_campaign_a_library_runtime_feasible/scenarios/fm_a_coverage_and_guard_mix_dairy_or.json,experiments/article/real_execution/foodmart_campaign_a_library_runtime_feasible/objectives/objective_fm_a_coverage_and_guard_mix_dairy_or.json
