campaign_id,session_instance_id,session_template_id,objective_id,dataset_id,dw_id,planned_backend_id,planned_length,selected_query_prefix,complexity_level,virtual_node_depth,superposition_width,generation_status
A_foodmart_deep,A_FM_S0035,fm_a_unit_sales_month_produce_or,O_FM_A_UNIT_SALES_MONTH_PRODUCE_OR,foodmart,foodmart,sql_direct,4,Q01|Q02|Q03|Q04,2,2,1,planned_not_executed
A_foodmart_deep,A_FM_S0036,fm_a_unit_sales_month_produce_bc,O_FM_A_UNIT_SALES_MONTH_PRODUCE_BC,foodmart,foodmart,sql_direct,4,Q01|Q02|Q03|Q04,2,2,1,planned_not_executed
A_foodmart_deep,A_FM_S0037,fm_a_unit_sales_month_snack_foods_wa,O_FM_A_UNIT_SALES_MONTH_SNACK_FOODS_WA,foodmart,foodmart,sql_direct,4,Q01|Q02|Q03|Q04,2,2,1,planned_not_executed
A_foodmart_deep,A_FM_S0038,fm_a_unit_sales_month_snack_foods_ca,O_FM_A_UNIT_SALES_MONTH_SNACK_FOODS_CA,foodmart,foodmart,sql_direct,4,Q01|Q02|Q03|Q04,2,2,1,planned_not_executed
A_foodmart_deep,A_FM_S0039,fm_a_unit_sales_month_snack_foods_or,O_FM_A_UNIT_SALES_MONTH_SNACK_FOODS_OR,foodmart,foodmart,sql_direct,4,Q01|Q02|Q03|Q04,2,2,1,planned_not_executed
A_foodmart_deep,A_FM_S0040,fm_a_unit_sales_month_snack_foods_bc,O_FM_A_UNIT_SALES_MONTH_SNACK_FOODS_BC,foodmart,foodmart,sql_direct,4,Q01|Q02|Q03|Q04,2,2,1,planned_not_executed
A_foodmart_deep,A_FM_S0041,fm_a_unit_sales_month_canned_foods_wa,O_FM_A_UNIT_SALES_MONTH_CANNED_FOODS_WA,foodmart,foodmart,sql_direct,4,Q01|Q02|Q03|Q04,2,2,1,planned_not_executed
A_foodmart_deep,A_FM_S0042,fm_a_unit_sales_month_canned_foods_ca,O_FM_A_UNIT_SALES_MONTH_CANNED_FOODS_CA,foodmart,foodmart,sql_direct,4,Q01|Q02|Q03|Q04,2,2,1,planned_not_executed
A_foodmart_deep,A_FM_S0043,fm_a_unit_sales_month_canned_foods_or,O_FM_A_UNIT_SALES_MONTH_CANNED_FOODS_OR,foodmart,foodmart,sql_direct,4,Q01|Q02|Q03|Q04,2,2,1,planned_not_executed
A_foodmart_deep,A_FM_S0044,fm_a_unit_sales_month_canned_foods_bc,O_FM_A_UNIT_SALES_MONTH_CANNED_FOODS_BC,foodmart,foodmart,sql_direct,4,Q01|Q02|Q03|Q04,2,2,1,planned_not_executed
A_foodmart_deep,A_FM_S0045,fm_a_unit_sales_month_frozen_foods_wa,O_FM_A_UNIT_SALES_MONTH_FROZEN_FOODS_WA,foodmart,foodmart,sql_direct,4,Q01|Q02|Q03|Q04,2,2,1,planned_not_executed
A_foodmart_deep,A_FM_S0046,fm_a_unit_sales_month_frozen_foods_ca,O_FM_A_UNIT_SALES_MONTH_FROZEN_FOODS_CA,foodmart,foodmart,sql_direct,4,Q01|Q02|Q03|Q04,2,2,1,planned_not_executed
A_foodmart_deep,A_FM_S0047,fm_a_unit_sales_month_frozen_foods_or,O_FM_A_UNIT_SALES_MONTH_FROZEN_FOODS_OR,foodmart,foodmart,sql_direct,4,Q01|Q02|Q03|Q04,2,2,1,planned_not_executed
A_foodmart_deep,A_FM_S0048,fm_a_unit_sales_month_frozen_foods_bc,O_FM_A_UNIT_SALES_MONTH_FROZEN_FOODS_BC,foodmart,foodmart,sql_direct,4,Q01|Q02|Q03|Q04,2,2,1,planned_not_executed
A_foodmart_deep,A_FM_S0049,fm_a_category_state_profitability_beer_and_wine_wa,O_FM_A_CATEGORY_STATE_PROFITABILITY_BEER_AND_WINE_WA,foodmart,foodmart,sql_direct,4,Q01|Q02|Q03|Q04,3,2,2,planned_not_executed
A_foodmart_deep,A_FM_S0050,fm_a_category_state_profitability_beer_and_wine_ca,O_FM_A_CATEGORY_STATE_PROFITABILITY_BEER_AND_WINE_CA,foodmart,foodmart,sql_direct,4,Q01|Q02|Q03|Q04,3,2,2,planned_not_executed
A_foodmart_deep,A_FM_S0051,fm_a_category_state_profitability_beer_and_wine_or,O_FM_A_CATEGORY_STATE_PROFITABILITY_BEER_AND_WINE_OR,foodmart,foodmart,sql_direct,4,Q01|Q02|Q03|Q04,3,2,2,planned_not_executed
A_foodmart_deep,A_FM_S0052,fm_a_category_state_profitability_beer_and_wine_bc,O_FM_A_CATEGORY_STATE_PROFITABILITY_BEER_AND_WINE_BC,foodmart,foodmart,sql_direct,4,Q01|Q02|Q03|Q04,3,2,2,planned_not_executed
A_foodmart_deep,A_FM_S0053,fm_a_category_state_profitability_dairy_wa,O_FM_A_CATEGORY_STATE_PROFITABILITY_DAIRY_WA,foodmart,foodmart,sql_direct,4,Q01|Q02|Q03|Q04,3,2,2,planned_not_executed
A_foodmart_deep,A_FM_S0054,fm_a_category_state_profitability_dairy_ca,O_FM_A_CATEGORY_STATE_PROFITABILITY_DAIRY_CA,foodmart,foodmart,sql_direct,4,Q01|Q02|Q03|Q04,3,2,2,planned_not_executed
A_foodmart_deep,A_FM_S0055,fm_a_category_state_profitability_dairy_or,O_FM_A_CATEGORY_STATE_PROFITABILITY_DAIRY_OR,foodmart,foodmart,sql_direct,4,Q01|Q02|Q03|Q04,3,2,2,planned_not_executed
A_foodmart_deep,A_FM_S0056,fm_a_category_state_profitability_dairy_bc,O_FM_A_CATEGORY_STATE_PROFITABILITY_DAIRY_BC,foodmart,foodmart,sql_direct,4,Q01|Q02|Q03|Q04,3,2,2,planned_not_executed
A_foodmart_deep,A_FM_S0057,fm_a_category_state_profitability_produce_wa,O_FM_A_CATEGORY_STATE_PROFITABILITY_PRODUCE_WA,foodmart,foodmart,sql_direct,4,Q01|Q02|Q03|Q04,3,2,2,planned_not_executed
A_foodmart_deep,A_FM_S0058,fm_a_category_state_profitability_produce_ca,O_FM_A_CATEGORY_STATE_PROFITABILITY_PRODUCE_CA,foodmart,foodmart,sql_direct,4,Q01|Q02|Q03|Q04,3,2,2,planned_not_executed
A_foodmart_deep,A_FM_S0059,fm_a_category_state_profitability_produce_or,O_FM_A_CATEGORY_STATE_PROFITABILITY_PRODUCE_OR,foodmart,foodmart,sql_direct,4,Q01|Q02|Q03|Q04,3,2,2,planned_not_executed
A_foodmart_deep,A_FM_S0060,fm_a_category_state_profitability_produce_bc,O_FM_A_CATEGORY_STATE_PROFITABILITY_PRODUCE_BC,foodmart,foodmart,sql_direct,4,Q01|Q02|Q03|Q04,3,2,2,planned_not_executed
A_foodmart_deep,A_FM_S0061,fm_a_category_state_profitability_snack_foods_wa,O_FM_A_CATEGORY_STATE_PROFITABILITY_SNACK_FOODS_WA,foodmart,foodmart,sql_direct,4,Q01|Q02|Q03|Q04,3,2,2,planned_not_executed
A_foodmart_deep,A_FM_S0062,fm_a_category_state_profitability_snack_foods_ca,O_FM_A_CATEGORY_STATE_PROFITABILITY_SNACK_FOODS_CA,foodmart,foodmart,sql_direct,4,Q01|Q02|Q03|Q04,3,2,2,planned_not_executed
A_foodmart_deep,A_FM_S0063,fm_a_category_state_profitability_snack_foods_or,O_FM_A_CATEGORY_STATE_PROFITABILITY_SNACK_FOODS_OR,foodmart,foodmart,sql_direct,4,Q01|Q02|Q03|Q04,3,2,2,planned_not_executed
A_foodmart_deep,A_FM_S0064,fm_a_category_state_profitability_snack_foods_bc,O_FM_A_CATEGORY_STATE_PROFITABILITY_SNACK_FOODS_BC,foodmart,foodmart,sql_direct,4,Q01|Q02|Q03|Q04,3,2,2,planned_not_executed
A_foodmart_deep,A_FM_S0065,fm_a_category_state_profitability_canned_foods_wa,O_FM_A_CATEGORY_STATE_PROFITABILITY_CANNED_FOODS_WA,foodmart,foodmart,sql_direct,4,Q01|Q02|Q03|Q04,3,2,2,planned_not_executed
A_foodmart_deep,A_FM_S0066,fm_a_category_state_profitability_canned_foods_ca,O_FM_A_CATEGORY_STATE_PROFITABILITY_CANNED_FOODS_CA,foodmart,foodmart,sql_direct,4,Q01|Q02|Q03|Q04,3,2,2,planned_not_executed
A_foodmart_deep,A_FM_S0067,fm_a_category_state_profitability_canned_foods_or,O_FM_A_CATEGORY_STATE_PROFITABILITY_CANNED_FOODS_OR,foodmart,foodmart,sql_direct,4,Q01|Q02|Q03|Q04,3,2,2,planned_not_executed
A_foodmart_deep,A_FM_S0068,fm_a_category_state_profitability_canned_foods_bc,O_FM_A_CATEGORY_STATE_PROFITABILITY_CANNED_FOODS_BC,foodmart,foodmart,sql_direct,4,Q01|Q02|Q03|Q04,3,2,2,planned_not_executed
A_foodmart_deep,A_FM_S0069,fm_a_category_state_profitability_frozen_foods_wa,O_FM_A_CATEGORY_STATE_PROFITABILITY_FROZEN_FOODS_WA,foodmart,foodmart,sql_direct,4,Q01|Q02|Q03|Q04,3,2,2,planned_not_executed
A_foodmart_deep,A_FM_S0070,fm_a_category_state_profitability_frozen_foods_ca,O_FM_A_CATEGORY_STATE_PROFITABILITY_FROZEN_FOODS_CA,foodmart,foodmart,sql_direct,4,Q01|Q02|Q03|Q04,3,2,2,planned_not_executed
A_foodmart_deep,A_FM_S0071,fm_a_category_state_profitability_frozen_foods_or,O_FM_A_CATEGORY_STATE_PROFITABILITY_FROZEN_FOODS_OR,foodmart,foodmart,sql_direct,4,Q01|Q02|Q03|Q04,3,2,2,planned_not_executed
A_foodmart_deep,A_FM_S0072,fm_a_category_state_profitability_frozen_foods_bc,O_FM_A_CATEGORY_STATE_PROFITABILITY_FROZEN_FOODS_BC,foodmart,foodmart,sql_direct,4,Q01|Q02|Q03|Q04,3,2,2,planned_not_executed
A_foodmart_deep,A_FM_S0073,fm_a_coverage_and_guard_mix_beer_and_wine_wa,O_FM_A_COVERAGE_AND_GUARD_MIX_BEER_AND_WINE_WA,foodmart,foodmart,sql_direct,4,Q01|Q02|Q03|Q04,4,3,2,planned_not_executed
A_foodmart_deep,A_FM_S0074,fm_a_coverage_and_guard_mix_beer_and_wine_ca,O_FM_A_COVERAGE_AND_GUARD_MIX_BEER_AND_WINE_CA,foodmart,foodmart,sql_direct,4,Q01|Q02|Q03|Q04,4,3,2,planned_not_executed
A_foodmart_deep,A_FM_S0075,fm_a_coverage_and_guard_mix_beer_and_wine_or,O_FM_A_COVERAGE_AND_GUARD_MIX_BEER_AND_WINE_OR,foodmart,foodmart,sql_direct,4,Q01|Q02|Q03|Q04,4,3,2,planned_not_executed
A_foodmart_deep,A_FM_S0076,fm_a_coverage_and_guard_mix_beer_and_wine_bc,O_FM_A_COVERAGE_AND_GUARD_MIX_BEER_AND_WINE_BC,foodmart,foodmart,sql_direct,4,Q01|Q02|Q03|Q04,4,3,2,planned_not_executed
A_foodmart_deep,A_FM_S0077,fm_a_coverage_and_guard_mix_dairy_wa,O_FM_A_COVERAGE_AND_GUARD_MIX_DAIRY_WA,foodmart,foodmart,sql_direct,4,Q01|Q02|Q03|Q04,4,3,2,planned_not_executed
A_foodmart_deep,A_FM_S0078,fm_a_coverage_and_guard_mix_dairy_ca,O_FM_A_COVERAGE_AND_GUARD_MIX_DAIRY_CA,foodmart,foodmart,sql_direct,4,Q01|Q02|Q03|Q04,4,3,2,planned_not_executed
A_foodmart_deep,A_FM_S0079,fm_a_coverage_and_guard_mix_dairy_or,O_FM_A_COVERAGE_AND_GUARD_MIX_DAIRY_OR,foodmart,foodmart,sql_direct,4,Q01|Q02|Q03|Q04,4,3,2,planned_not_executed
A_foodmart_deep,A_FM_S0080,fm_a_coverage_and_guard_mix_dairy_bc,O_FM_A_COVERAGE_AND_GUARD_MIX_DAIRY_BC,foodmart,foodmart,sql_direct,4,Q01|Q02|Q03|Q04,4,3,2,planned_not_executed
A_foodmart_deep,A_FM_S0081,fm_a_coverage_and_guard_mix_produce_wa,O_FM_A_COVERAGE_AND_GUARD_MIX_PRODUCE_WA,foodmart,foodmart,sql_direct,4,Q01|Q02|Q03|Q04,4,3,2,planned_not_executed
A_foodmart_deep,A_FM_S0082,fm_a_coverage_and_guard_mix_produce_ca,O_FM_A_COVERAGE_AND_GUARD_MIX_PRODUCE_CA,foodmart,foodmart,sql_direct,4,Q01|Q02|Q03|Q04,4,3,2,planned_not_executed
A_foodmart_deep,A_FM_S0083,fm_a_coverage_and_guard_mix_produce_or,O_FM_A_COVERAGE_AND_GUARD_MIX_PRODUCE_OR,foodmart,foodmart,sql_direct,4,Q01|Q02|Q03|Q04,4,3,2,planned_not_executed
A_foodmart_deep,A_FM_S0084,fm_a_coverage_and_guard_mix_produce_bc,O_FM_A_COVERAGE_AND_GUARD_MIX_PRODUCE_BC,foodmart,foodmart,sql_direct,4,Q01|Q02|Q03|Q04,4,3,2,planned_not_executed
A_foodmart_deep,A_FM_S0085,fm_a_coverage_and_guard_mix_snack_foods_wa,O_FM_A_COVERAGE_AND_GUARD_MIX_SNACK_FOODS_WA,foodmart,foodmart,sql_direct,4,Q01|Q02|Q03|Q04,4,3,2,planned_not_executed
A_foodmart_deep,A_FM_S0086,fm_a_coverage_and_guard_mix_snack_foods_ca,O_FM_A_COVERAGE_AND_GUARD_MIX_SNACK_FOODS_CA,foodmart,foodmart,sql_direct,4,Q01|Q02|Q03|Q04,4,3,2,planned_not_executed
A_foodmart_deep,A_FM_S0087,fm_a_coverage_and_guard_mix_snack_foods_or,O_FM_A_COVERAGE_AND_GUARD_MIX_SNACK_FOODS_OR,foodmart,foodmart,sql_direct,4,Q01|Q02|Q03|Q04,4,3,2,planned_not_executed
A_foodmart_deep,A_FM_S0088,fm_a_coverage_and_guard_mix_snack_foods_bc,O_FM_A_COVERAGE_AND_GUARD_MIX_SNACK_FOODS_BC,foodmart,foodmart,sql_direct,4,Q01|Q02|Q03|Q04,4,3,2,planned_not_executed
A_foodmart_deep,A_FM_S0089,fm_a_coverage_and_guard_mix_canned_foods_wa,O_FM_A_COVERAGE_AND_GUARD_MIX_CANNED_FOODS_WA,foodmart,foodmart,sql_direct,4,Q01|Q02|Q03|Q04,4,3,2,planned_not_executed
A_foodmart_deep,A_FM_S0090,fm_a_coverage_and_guard_mix_canned_foods_ca,O_FM_A_COVERAGE_AND_GUARD_MIX_CANNED_FOODS_CA,foodmart,foodmart,sql_direct,4,Q01|Q02|Q03|Q04,4,3,2,planned_not_executed
A_foodmart_deep,A_FM_S0091,fm_a_coverage_and_guard_mix_canned_foods_or,O_FM_A_COVERAGE_AND_GUARD_MIX_CANNED_FOODS_OR,foodmart,foodmart,sql_direct,4,Q01|Q02|Q03|Q04,4,3,2,planned_not_executed
A_foodmart_deep,A_FM_S0092,fm_a_coverage_and_guard_mix_canned_foods_bc,O_FM_A_COVERAGE_AND_GUARD_MIX_CANNED_FOODS_BC,foodmart,foodmart,sql_direct,4,Q01|Q02|Q03|Q04,4,3,2,planned_not_executed
A_foodmart_deep,A_FM_S0093,fm_a_coverage_and_guard_mix_frozen_foods_wa,O_FM_A_COVERAGE_AND_GUARD_MIX_FROZEN_FOODS_WA,foodmart,foodmart,sql_direct,4,Q01|Q02|Q03|Q04,4,3,2,planned_not_executed
A_foodmart_deep,A_FM_S0094,fm_a_coverage_and_guard_mix_frozen_foods_ca,O_FM_A_COVERAGE_AND_GUARD_MIX_FROZEN_FOODS_CA,foodmart,foodmart,sql_direct,4,Q01|Q02|Q03|Q04,4,3,2,planned_not_executed
A_foodmart_deep,A_FM_S0095,fm_a_coverage_and_guard_mix_frozen_foods_or,O_FM_A_COVERAGE_AND_GUARD_MIX_FROZEN_FOODS_OR,foodmart,foodmart,sql_direct,4,Q01|Q02|Q03|Q04,4,3,2,planned_not_executed
A_foodmart_deep,A_FM_S0096,fm_a_coverage_and_guard_mix_frozen_foods_bc,O_FM_A_COVERAGE_AND_GUARD_MIX_FROZEN_FOODS_BC,foodmart,foodmart,sql_direct,4,Q01|Q02|Q03|Q04,4,3,2,planned_not_executed
A_foodmart_deep,A_FM_S0097,fm_a_sales_profit_month_beer_and_wine_wa,O_FM_A_SALES_PROFIT_MONTH_BEER_AND_WINE_WA,foodmart,foodmart,sql_direct,4,Q01|Q02|Q03|Q04,1,1,1,planned_not_executed
A_foodmart_deep,A_FM_S0098,fm_a_sales_profit_month_beer_and_wine_ca,O_FM_A_SALES_PROFIT_MONTH_BEER_AND_WINE_CA,foodmart,foodmart,sql_direct,4,Q01|Q02|Q03|Q04,1,1,1,planned_not_executed
A_foodmart_deep,A_FM_S0099,fm_a_sales_profit_month_beer_and_wine_or,O_FM_A_SALES_PROFIT_MONTH_BEER_AND_WINE_OR,foodmart,foodmart,sql_direct,4,Q01|Q02|Q03|Q04,1,1,1,planned_not_executed
A_foodmart_deep,A_FM_S0100,fm_a_sales_profit_month_beer_and_wine_bc,O_FM_A_SALES_PROFIT_MONTH_BEER_AND_WINE_BC,foodmart,foodmart,sql_direct,4,Q01|Q02|Q03|Q04,1,1,1,planned_not_executed
A_foodmart_deep,A_FM_S0101,fm_a_sales_profit_month_dairy_wa,O_FM_A_SALES_PROFIT_MONTH_DAIRY_WA,foodmart,foodmart,sql_direct,4,Q01|Q02|Q03|Q04,1,1,1,planned_not_executed
A_foodmart_deep,A_FM_S0102,fm_a_sales_profit_month_dairy_ca,O_FM_A_SALES_PROFIT_MONTH_DAIRY_CA,foodmart,foodmart,sql_direct,4,Q01|Q02|Q03|Q04,1,1,1,planned_not_executed
A_foodmart_deep,A_FM_S0103,fm_a_sales_profit_month_dairy_or,O_FM_A_SALES_PROFIT_MONTH_DAIRY_OR,foodmart,foodmart,sql_direct,4,Q01|Q02|Q03|Q04,1,1,1,planned_not_executed
A_foodmart_deep,A_FM_S0104,fm_a_sales_profit_month_dairy_bc,O_FM_A_SALES_PROFIT_MONTH_DAIRY_BC,foodmart,foodmart,sql_direct,4,Q01|Q02|Q03|Q04,1,1,1,planned_not_executed
A_foodmart_deep,A_FM_S0105,fm_a_sales_profit_month_produce_wa,O_FM_A_SALES_PROFIT_MONTH_PRODUCE_WA,foodmart,foodmart,sql_direct,4,Q01|Q02|Q03|Q04,1,1,1,planned_not_executed
A_foodmart_deep,A_FM_S0106,fm_a_sales_profit_month_produce_ca,O_FM_A_SALES_PROFIT_MONTH_PRODUCE_CA,foodmart,foodmart,sql_direct,4,Q01|Q02|Q03|Q04,1,1,1,planned_not_executed
A_foodmart_deep,A_FM_S0107,fm_a_sales_profit_month_produce_or,O_FM_A_SALES_PROFIT_MONTH_PRODUCE_OR,foodmart,foodmart,sql_direct,4,Q01|Q02|Q03|Q04,1,1,1,planned_not_executed
A_foodmart_deep,A_FM_S0108,fm_a_sales_profit_month_produce_bc,O_FM_A_SALES_PROFIT_MONTH_PRODUCE_BC,foodmart,foodmart,sql_direct,4,Q01|Q02|Q03|Q04,1,1,1,planned_not_executed
A_foodmart_deep,A_FM_S0109,fm_a_sales_profit_month_snack_foods_wa,O_FM_A_SALES_PROFIT_MONTH_SNACK_FOODS_WA,foodmart,foodmart,sql_direct,4,Q01|Q02|Q03|Q04,1,1,1,planned_not_executed
A_foodmart_deep,A_FM_S0110,fm_a_sales_profit_month_snack_foods_ca,O_FM_A_SALES_PROFIT_MONTH_SNACK_FOODS_CA,foodmart,foodmart,sql_direct,4,Q01|Q02|Q03|Q04,1,1,1,planned_not_executed
