scenario_file,scenario_id,query_id,query_role,expected_decision,query_hash,query_text_len,query_text_preview
experiments/article/real_execution/foodmart_campaign_a_library/scenarios/fm_a_category_state_profitability_beer_and_wine_bc.json,fm_a_category_state_profitability_beer_and_wine_bc,Q11_BLOCK_SUPERPOSED_BAD_GRAIN,BLOCK_SUPERPOSED_BAD_GRAIN,BLOCK,fc548986b8f999f2c5ff436b3c60997f7200cb4a11fc64798f61115f75b68c76,266,"/* MCAD_CTX_BC833C4A6213F800 */ SELECT {[Measures].[Store Sales], [Measures].[Profit], [Measures].[Unit Sales]} ON COLUMNS, CrossJoin(CrossJoin([Time].[Year].Members, {[Product].[Product Category].[Beer and Wine]}), {[St"
experiments/article/real_execution/foodmart_campaign_a_library/scenarios/fm_a_category_state_profitability_beer_and_wine_bc.json,fm_a_category_state_profitability_beer_and_wine_bc,Q12_BLOCK_NON_TARGET_MEASURE,BLOCK_NON_TARGET_MEASURE,BLOCK,5b081df395b1e66875a1f3a81f0d7c54794b0e446a45d687be99bae04d9bf77c,201,"/* MCAD_CTX_CA55735FDFEF7368 */ SELECT {[Measures].[Store Cost]} ON COLUMNS, [Time].[Month].Members ON ROWS FROM [Sales] WHERE ([Product].[Product Category].[Beer and Wine], [Store].[Store State].[BC])"
experiments/article/real_execution/foodmart_campaign_a_library/scenarios/fm_a_category_state_profitability_beer_and_wine_ca.json,fm_a_category_state_profitability_beer_and_wine_ca,Q01_ALLOW_TARGET_PRIMARY,ALLOW_TARGET_PRIMARY,ALLOW,7afaddef913f40f53aa171eb597abff2ad59bc5dab0bc8652963c52ec85a0225,202,"/* MCAD_CTX_CEA7CA800B20C9F9 */ SELECT {[Measures].[Store Sales]} ON COLUMNS, [Time].[Month].Members ON ROWS FROM [Sales] WHERE ([Product].[Product Category].[Beer and Wine], [Store].[Store State].[CA])"
experiments/article/real_execution/foodmart_campaign_a_library/scenarios/fm_a_category_state_profitability_beer_and_wine_ca.json,fm_a_category_state_profitability_beer_and_wine_ca,Q02_ALLOW_TARGET_COMPLEMENTARY,ALLOW_TARGET_COMPLEMENTARY,ALLOW,c105b3247a4bc3d14bfbf645b47e861613bfb03c8842a9e52101a602a41f1574,197,"/* MCAD_CTX_AC4B6D13621AF225 */ SELECT {[Measures].[Profit]} ON COLUMNS, [Time].[Month].Members ON ROWS FROM [Sales] WHERE ([Product].[Product Category].[Beer and Wine], [Store].[Store State].[CA])"
experiments/article/real_execution/foodmart_campaign_a_library/scenarios/fm_a_category_state_profitability_beer_and_wine_ca.json,fm_a_category_state_profitability_beer_and_wine_ca,Q03_ALLOW_SUPERPOSED_MEASURES,ALLOW_SUPERPOSED_MEASURES,ALLOW,1e198324b4c173b0d5b5ce63c4312d96fbd9d8c1f5b889143d6f2d10f1598a00,248,"/* MCAD_CTX_D252C30D27DC3607 */ SELECT {[Measures].[Store Sales], [Measures].[Profit], [Measures].[Unit Sales]} ON COLUMNS, [Time].[Month].Members ON ROWS FROM [Sales] WHERE ([Product].[Product Category].[Beer and Wine],"
experiments/article/real_execution/foodmart_campaign_a_library/scenarios/fm_a_category_state_profitability_beer_and_wine_ca.json,fm_a_category_state_profitability_beer_and_wine_ca,Q04_ALLOW_CATEGORY_AXIS_COVERAGE,ALLOW_CATEGORY_AXIS_COVERAGE,ALLOW,339c871ca152608adc985f2dd07665ce85e43b4da0ae945da8dbc4d6a1c8d2ea,215,"/* MCAD_CTX_B4ADDAC8843E0783 */ SELECT {[Measures].[Store Sales]} ON COLUMNS, CrossJoin([Time].[Month].Members, {[Product].[Product Category].[Beer and Wine]}) ON ROWS FROM [Sales] WHERE ([Store].[Store State].[CA])"
experiments/article/real_execution/foodmart_campaign_a_library/scenarios/fm_a_category_state_profitability_beer_and_wine_ca.json,fm_a_category_state_profitability_beer_and_wine_ca,Q05_ALLOW_STATE_AXIS_COVERAGE,ALLOW_STATE_AXIS_COVERAGE,ALLOW,33c918b95409c2d8b76c847eee9af025da2b696b75c566b395af36ccd3dfc908,210,"/* MCAD_CTX_05F8B118C24CCC8A */ SELECT {[Measures].[Profit]} ON COLUMNS, CrossJoin([Time].[Month].Members, {[Store].[Store State].[CA]}) ON ROWS FROM [Sales] WHERE ([Product].[Product Category].[Beer and Wine])"
experiments/article/real_execution/foodmart_campaign_a_library/scenarios/fm_a_category_state_profitability_beer_and_wine_ca.json,fm_a_category_state_profitability_beer_and_wine_ca,Q06_BLOCK_WRONG_CATEGORY,BLOCK_WRONG_CATEGORY,BLOCK,60b7d56c265217c422167938cf80848beab6c5b99a9fff574497d4a478e70f07,206,"/* MCAD_CTX_8BD3A95DF6D0E256 */ SELECT {[Measures].[Store Sales]} ON COLUMNS, CrossJoin([Time].[Month].Members, {[Store].[Store State].[CA]}) ON ROWS FROM [Sales] WHERE ([Product].[Product Category].[Eggs])"
experiments/article/real_execution/foodmart_campaign_a_library/scenarios/fm_a_category_state_profitability_beer_and_wine_ca.json,fm_a_category_state_profitability_beer_and_wine_ca,Q07_BLOCK_WRONG_STATE,BLOCK_WRONG_STATE,BLOCK,cd3aa82d70b797a5bd730daa9668f19b08ea5e2f47293f85f854e4eee510e29d,220,"/* MCAD_CTX_BEFF1C576F928759 */ SELECT {[Measures].[Store Sales]} ON COLUMNS, CrossJoin([Time].[Month].Members, {[Store].[Store State].[Jalisco]}) ON ROWS FROM [Sales] WHERE ([Product].[Product Category].[Beer and Wine])"
experiments/article/real_execution/foodmart_campaign_a_library/scenarios/fm_a_category_state_profitability_beer_and_wine_ca.json,fm_a_category_state_profitability_beer_and_wine_ca,Q08_BLOCK_BAD_GRAIN_YEAR,BLOCK_BAD_GRAIN_YEAR,BLOCK,c18732bb35d40e2b006386c68e30d078f54cdfe8b3fd2400d5cc1b2dbab57068,201,"/* MCAD_CTX_FAB06BB53EA3A69D */ SELECT {[Measures].[Store Sales]} ON COLUMNS, [Time].[Year].Members ON ROWS FROM [Sales] WHERE ([Product].[Product Category].[Beer and Wine], [Store].[Store State].[CA])"
experiments/article/real_execution/foodmart_campaign_a_library/scenarios/fm_a_category_state_profitability_beer_and_wine_ca.json,fm_a_category_state_profitability_beer_and_wine_ca,Q09_BLOCK_REDUNDANT_PRIMARY,BLOCK_REDUNDANT_PRIMARY,BLOCK,7afaddef913f40f53aa171eb597abff2ad59bc5dab0bc8652963c52ec85a0225,202,"/* MCAD_CTX_CEA7CA800B20C9F9 */ SELECT {[Measures].[Store Sales]} ON COLUMNS, [Time].[Month].Members ON ROWS FROM [Sales] WHERE ([Product].[Product Category].[Beer and Wine], [Store].[Store State].[CA])"
experiments/article/real_execution/foodmart_campaign_a_library/scenarios/fm_a_category_state_profitability_beer_and_wine_ca.json,fm_a_category_state_profitability_beer_and_wine_ca,Q10_BLOCK_WRONG_CATEGORY_AND_STATE,BLOCK_WRONG_CATEGORY_AND_STATE,BLOCK,887756a23c0c5a88d29adeed89656969911551fd7ef3028fa14642d64ab99bd5,210,"/* MCAD_CTX_415451B0437FAF6D */ SELECT {[Measures].[Unit Sales]} ON COLUMNS, CrossJoin([Time].[Month].Members, {[Store].[Store State].[Jalisco]}) ON ROWS FROM [Sales] WHERE ([Product].[Product Category].[Eggs])"
experiments/article/real_execution/foodmart_campaign_a_library/scenarios/fm_a_category_state_profitability_beer_and_wine_ca.json,fm_a_category_state_profitability_beer_and_wine_ca,Q11_BLOCK_SUPERPOSED_BAD_GRAIN,BLOCK_SUPERPOSED_BAD_GRAIN,BLOCK,443d496d63f23a2642fb8d1938017211f506ad3e53cf0e88eee475be4a60c33d,266,"/* MCAD_CTX_E95BC3377723E143 */ SELECT {[Measures].[Store Sales], [Measures].[Profit], [Measures].[Unit Sales]} ON COLUMNS, CrossJoin(CrossJoin([Time].[Year].Members, {[Product].[Product Category].[Beer and Wine]}), {[St"
experiments/article/real_execution/foodmart_campaign_a_library/scenarios/fm_a_category_state_profitability_beer_and_wine_ca.json,fm_a_category_state_profitability_beer_and_wine_ca,Q12_BLOCK_NON_TARGET_MEASURE,BLOCK_NON_TARGET_MEASURE,BLOCK,682ea19926aea00019cdcc200f4b56505cc55bfccb8e6b0a56552ccac5d0e45e,201,"/* MCAD_CTX_052E2B19E4B0101B */ SELECT {[Measures].[Store Cost]} ON COLUMNS, [Time].[Month].Members ON ROWS FROM [Sales] WHERE ([Product].[Product Category].[Beer and Wine], [Store].[Store State].[CA])"
experiments/article/real_execution/foodmart_campaign_a_library/scenarios/fm_a_category_state_profitability_beer_and_wine_or.json,fm_a_category_state_profitability_beer_and_wine_or,Q01_ALLOW_TARGET_PRIMARY,ALLOW_TARGET_PRIMARY,ALLOW,b39d86b93efdd39591fa2ba98795a02d3616979a851e9af98363a33ea72f6ff4,202,"/* MCAD_CTX_76D82B816906CBB7 */ SELECT {[Measures].[Store Sales]} ON COLUMNS, [Time].[Month].Members ON ROWS FROM [Sales] WHERE ([Product].[Product Category].[Beer and Wine], [Store].[Store State].[OR])"
experiments/article/real_execution/foodmart_campaign_a_library/scenarios/fm_a_category_state_profitability_beer_and_wine_or.json,fm_a_category_state_profitability_beer_and_wine_or,Q02_ALLOW_TARGET_COMPLEMENTARY,ALLOW_TARGET_COMPLEMENTARY,ALLOW,3a0b1a033daf4605ba624d9bf4e6ecd2f78364d6cb9c429415610bc7d96cae7e,197,"/* MCAD_CTX_5ADF08CF9DD11ADB */ SELECT {[Measures].[Profit]} ON COLUMNS, [Time].[Month].Members ON ROWS FROM [Sales] WHERE ([Product].[Product Category].[Beer and Wine], [Store].[Store State].[OR])"
experiments/article/real_execution/foodmart_campaign_a_library/scenarios/fm_a_category_state_profitability_beer_and_wine_or.json,fm_a_category_state_profitability_beer_and_wine_or,Q03_ALLOW_SUPERPOSED_MEASURES,ALLOW_SUPERPOSED_MEASURES,ALLOW,68a58a693a167a073b77236ebe425229eee7f25fed3c231aeefb71b9bee9bae9,248,"/* MCAD_CTX_EBE32B31C893F441 */ SELECT {[Measures].[Store Sales], [Measures].[Profit], [Measures].[Unit Sales]} ON COLUMNS, [Time].[Month].Members ON ROWS FROM [Sales] WHERE ([Product].[Product Category].[Beer and Wine],"
experiments/article/real_execution/foodmart_campaign_a_library/scenarios/fm_a_category_state_profitability_beer_and_wine_or.json,fm_a_category_state_profitability_beer_and_wine_or,Q04_ALLOW_CATEGORY_AXIS_COVERAGE,ALLOW_CATEGORY_AXIS_COVERAGE,ALLOW,b6c98a00835532a8bb18b2d1b72c2af6c54bd5a774b36391ee79449bf0ef87a9,215,"/* MCAD_CTX_A041AA09F969CD50 */ SELECT {[Measures].[Store Sales]} ON COLUMNS, CrossJoin([Time].[Month].Members, {[Product].[Product Category].[Beer and Wine]}) ON ROWS FROM [Sales] WHERE ([Store].[Store State].[OR])"
experiments/article/real_execution/foodmart_campaign_a_library/scenarios/fm_a_category_state_profitability_beer_and_wine_or.json,fm_a_category_state_profitability_beer_and_wine_or,Q05_ALLOW_STATE_AXIS_COVERAGE,ALLOW_STATE_AXIS_COVERAGE,ALLOW,cdb776d736ecf3196ba693dc454b6b78bcf1957761f350c43c2ce51260f04ddf,210,"/* MCAD_CTX_417353FCB9966F56 */ SELECT {[Measures].[Profit]} ON COLUMNS, CrossJoin([Time].[Month].Members, {[Store].[Store State].[OR]}) ON ROWS FROM [Sales] WHERE ([Product].[Product Category].[Beer and Wine])"
experiments/article/real_execution/foodmart_campaign_a_library/scenarios/fm_a_category_state_profitability_beer_and_wine_or.json,fm_a_category_state_profitability_beer_and_wine_or,Q06_BLOCK_WRONG_CATEGORY,BLOCK_WRONG_CATEGORY,BLOCK,4de3553806a69dce83de8f859b0b3550ab9977b2d27b68358788bffdfcc422ec,209,"/* MCAD_CTX_DAF30C2308AE66E5 */ SELECT {[Measures].[Store Sales]} ON COLUMNS, CrossJoin([Time].[Month].Members, {[Store].[Store State].[OR]}) ON ROWS FROM [Sales] WHERE ([Product].[Product Category].[Seafood])"
experiments/article/real_execution/foodmart_campaign_a_library/scenarios/fm_a_category_state_profitability_beer_and_wine_or.json,fm_a_category_state_profitability_beer_and_wine_or,Q07_BLOCK_WRONG_STATE,BLOCK_WRONG_STATE,BLOCK,8136ddaee74d4c143f5575677e035007df58709e3594488c3ef8293ef171fa94,221,"/* MCAD_CTX_38ED9F56535362FA */ SELECT {[Measures].[Store Sales]} ON COLUMNS, CrossJoin([Time].[Month].Members, {[Store].[Store State].[Veracruz]}) ON ROWS FROM [Sales] WHERE ([Product].[Product Category].[Beer and Wine]"
experiments/article/real_execution/foodmart_campaign_a_library/scenarios/fm_a_category_state_profitability_beer_and_wine_or.json,fm_a_category_state_profitability_beer_and_wine_or,Q08_BLOCK_BAD_GRAIN_YEAR,BLOCK_BAD_GRAIN_YEAR,BLOCK,c9e11d1ceb0f8edfa4cdd9393ef0847abe25c3fbb31ce7ab815055a8b594026d,201,"/* MCAD_CTX_C9F61D9BC55643EB */ SELECT {[Measures].[Store Sales]} ON COLUMNS, [Time].[Year].Members ON ROWS FROM [Sales] WHERE ([Product].[Product Category].[Beer and Wine], [Store].[Store State].[OR])"
experiments/article/real_execution/foodmart_campaign_a_library/scenarios/fm_a_category_state_profitability_beer_and_wine_or.json,fm_a_category_state_profitability_beer_and_wine_or,Q09_BLOCK_REDUNDANT_PRIMARY,BLOCK_REDUNDANT_PRIMARY,BLOCK,b39d86b93efdd39591fa2ba98795a02d3616979a851e9af98363a33ea72f6ff4,202,"/* MCAD_CTX_76D82B816906CBB7 */ SELECT {[Measures].[Store Sales]} ON COLUMNS, [Time].[Month].Members ON ROWS FROM [Sales] WHERE ([Product].[Product Category].[Beer and Wine], [Store].[Store State].[OR])"
experiments/article/real_execution/foodmart_campaign_a_library/scenarios/fm_a_category_state_profitability_beer_and_wine_or.json,fm_a_category_state_profitability_beer_and_wine_or,Q10_BLOCK_WRONG_CATEGORY_AND_STATE,BLOCK_WRONG_CATEGORY_AND_STATE,BLOCK,63353c2beecf022f788dc1ecddd65966326f8363f352bb47007ffc9433dbff4c,214,"/* MCAD_CTX_9E206B5DF9ED4CF5 */ SELECT {[Measures].[Unit Sales]} ON COLUMNS, CrossJoin([Time].[Month].Members, {[Store].[Store State].[Veracruz]}) ON ROWS FROM [Sales] WHERE ([Product].[Product Category].[Seafood])"
experiments/article/real_execution/foodmart_campaign_a_library/scenarios/fm_a_category_state_profitability_beer_and_wine_or.json,fm_a_category_state_profitability_beer_and_wine_or,Q11_BLOCK_SUPERPOSED_BAD_GRAIN,BLOCK_SUPERPOSED_BAD_GRAIN,BLOCK,457fa5a580330bbfb9e24760b76d4d2793c130ea028f7b6c0e3cd75f948d121e,266,"/* MCAD_CTX_7A178995034AE922 */ SELECT {[Measures].[Store Sales], [Measures].[Profit], [Measures].[Unit Sales]} ON COLUMNS, CrossJoin(CrossJoin([Time].[Year].Members, {[Product].[Product Category].[Beer and Wine]}), {[St"
experiments/article/real_execution/foodmart_campaign_a_library/scenarios/fm_a_category_state_profitability_beer_and_wine_or.json,fm_a_category_state_profitability_beer_and_wine_or,Q12_BLOCK_NON_TARGET_MEASURE,BLOCK_NON_TARGET_MEASURE,BLOCK,bbf822b6256c96e1f12ff4c81b1084f37d105320f02ba7194a6822e7dfd9ab38,201,"/* MCAD_CTX_FF56AFED1C4EB9CC */ SELECT {[Measures].[Store Cost]} ON COLUMNS, [Time].[Month].Members ON ROWS FROM [Sales] WHERE ([Product].[Product Category].[Beer and Wine], [Store].[Store State].[OR])"
experiments/article/real_execution/foodmart_campaign_a_library/scenarios/fm_a_category_state_profitability_beer_and_wine_wa.json,fm_a_category_state_profitability_beer_and_wine_wa,Q01_ALLOW_TARGET_PRIMARY,ALLOW_TARGET_PRIMARY,ALLOW,e7e2b62138fbbb2beb3bc16782468f7c80e7cacaafc39f8c660801807766db5d,202,"/* MCAD_CTX_65B9089CA0738CF8 */ SELECT {[Measures].[Store Sales]} ON COLUMNS, [Time].[Month].Members ON ROWS FROM [Sales] WHERE ([Product].[Product Category].[Beer and Wine], [Store].[Store State].[WA])"
experiments/article/real_execution/foodmart_campaign_a_library/scenarios/fm_a_category_state_profitability_beer_and_wine_wa.json,fm_a_category_state_profitability_beer_and_wine_wa,Q02_ALLOW_TARGET_COMPLEMENTARY,ALLOW_TARGET_COMPLEMENTARY,ALLOW,bc5240f74dd1cde146a662ec26a1e173b4e7576e77e2b9bf07e3c11cc7602983,197,"/* MCAD_CTX_401B44994238DA94 */ SELECT {[Measures].[Profit]} ON COLUMNS, [Time].[Month].Members ON ROWS FROM [Sales] WHERE ([Product].[Product Category].[Beer and Wine], [Store].[Store State].[WA])"
experiments/article/real_execution/foodmart_campaign_a_library/scenarios/fm_a_category_state_profitability_beer_and_wine_wa.json,fm_a_category_state_profitability_beer_and_wine_wa,Q03_ALLOW_SUPERPOSED_MEASURES,ALLOW_SUPERPOSED_MEASURES,ALLOW,32244664b6ed4c95a9df28e5e4c729498ea4d84391942e10b2220a1751d62869,248,"/* MCAD_CTX_1BBF1A92599D5243 */ SELECT {[Measures].[Store Sales], [Measures].[Profit], [Measures].[Unit Sales]} ON COLUMNS, [Time].[Month].Members ON ROWS FROM [Sales] WHERE ([Product].[Product Category].[Beer and Wine],"
experiments/article/real_execution/foodmart_campaign_a_library/scenarios/fm_a_category_state_profitability_beer_and_wine_wa.json,fm_a_category_state_profitability_beer_and_wine_wa,Q04_ALLOW_CATEGORY_AXIS_COVERAGE,ALLOW_CATEGORY_AXIS_COVERAGE,ALLOW,9aaa4b8eac2eb8bb4358009557d012d33b85dfcb6b4b1a2a593027fab5fd4885,215,"/* MCAD_CTX_555C4ADDF8E686D3 */ SELECT {[Measures].[Store Sales]} ON COLUMNS, CrossJoin([Time].[Month].Members, {[Product].[Product Category].[Beer and Wine]}) ON ROWS FROM [Sales] WHERE ([Store].[Store State].[WA])"
experiments/article/real_execution/foodmart_campaign_a_library/scenarios/fm_a_category_state_profitability_beer_and_wine_wa.json,fm_a_category_state_profitability_beer_and_wine_wa,Q05_ALLOW_STATE_AXIS_COVERAGE,ALLOW_STATE_AXIS_COVERAGE,ALLOW,34b1e117d2d97edf8a4c57b5ecf703d9f94ee5d3866580f04c95c006ba26d773,210,"/* MCAD_CTX_610E0CE501B2337E */ SELECT {[Measures].[Profit]} ON COLUMNS, CrossJoin([Time].[Month].Members, {[Store].[Store State].[WA]}) ON ROWS FROM [Sales] WHERE ([Product].[Product Category].[Beer and Wine])"
experiments/article/real_execution/foodmart_campaign_a_library/scenarios/fm_a_category_state_profitability_beer_and_wine_wa.json,fm_a_category_state_profitability_beer_and_wine_wa,Q06_BLOCK_WRONG_CATEGORY,BLOCK_WRONG_CATEGORY,BLOCK,e3f2b4f548bb52bb3527ab42be808136401359aad783ae7114b6dbdf45f67d31,206,"/* MCAD_CTX_3ECB0B9338AA1F0E */ SELECT {[Measures].[Store Sales]} ON COLUMNS, CrossJoin([Time].[Month].Members, {[Store].[Store State].[WA]}) ON ROWS FROM [Sales] WHERE ([Product].[Product Category].[Meat])"
experiments/article/real_execution/foodmart_campaign_a_library/scenarios/fm_a_category_state_profitability_beer_and_wine_wa.json,fm_a_category_state_profitability_beer_and_wine_wa,Q07_BLOCK_WRONG_STATE,BLOCK_WRONG_STATE,BLOCK,4f1f810b281ce800175dd2a7ddbe1e774afd519a44a48415b920827f8b4bc7a1,215,"/* MCAD_CTX_29D8E462861CCE64 */ SELECT {[Measures].[Store Sales]} ON COLUMNS, CrossJoin([Time].[Month].Members, {[Store].[Store State].[DF]}) ON ROWS FROM [Sales] WHERE ([Product].[Product Category].[Beer and Wine])"
experiments/article/real_execution/foodmart_campaign_a_library/scenarios/fm_a_category_state_profitability_beer_and_wine_wa.json,fm_a_category_state_profitability_beer_and_wine_wa,Q08_BLOCK_BAD_GRAIN_YEAR,BLOCK_BAD_GRAIN_YEAR,BLOCK,d6c98dbff409a1c0761b18a11369fdbd43555ada058c1fddb8af750c82e7ad09,201,"/* MCAD_CTX_2B038393B7657D7F */ SELECT {[Measures].[Store Sales]} ON COLUMNS, [Time].[Year].Members ON ROWS FROM [Sales] WHERE ([Product].[Product Category].[Beer and Wine], [Store].[Store State].[WA])"
experiments/article/real_execution/foodmart_campaign_a_library/scenarios/fm_a_category_state_profitability_beer_and_wine_wa.json,fm_a_category_state_profitability_beer_and_wine_wa,Q09_BLOCK_REDUNDANT_PRIMARY,BLOCK_REDUNDANT_PRIMARY,BLOCK,e7e2b62138fbbb2beb3bc16782468f7c80e7cacaafc39f8c660801807766db5d,202,"/* MCAD_CTX_65B9089CA0738CF8 */ SELECT {[Measures].[Store Sales]} ON COLUMNS, [Time].[Month].Members ON ROWS FROM [Sales] WHERE ([Product].[Product Category].[Beer and Wine], [Store].[Store State].[WA])"
experiments/article/real_execution/foodmart_campaign_a_library/scenarios/fm_a_category_state_profitability_beer_and_wine_wa.json,fm_a_category_state_profitability_beer_and_wine_wa,Q10_BLOCK_WRONG_CATEGORY_AND_STATE,BLOCK_WRONG_CATEGORY_AND_STATE,BLOCK,475ea15dd44f26075481962d3f6269a6c46802bda868bee6d62aaabb93536a62,205,"/* MCAD_CTX_4CBD285C69DE123F */ SELECT {[Measures].[Unit Sales]} ON COLUMNS, CrossJoin([Time].[Month].Members, {[Store].[Store State].[DF]}) ON ROWS FROM [Sales] WHERE ([Product].[Product Category].[Meat])"
